c,d,n,k,r,gen_time,solve_time,valid,sel_len
8,8,30,6,3,0.03959817799999987,0.0023568479999998004,Y,615
8,8,30,6,3,0.04023386299999965,0.0032363119999998524,Y,649
8,8,30,6,3,0.039574833999999726,0.0025015319999996954,Y,626
8,8,30,6,3,0.04002879399999992,0.0026637689999997605,Y,636
8,8,30,6,3,0.03948103699999983,0.0030928109999996956,Y,620
8,8,30,6,3,0.03987295200000007,0.0031370760000002385,Y,637
8,4,30,6,3,0.021496390000000254,0.002346774999999912,Y,322
8,4,30,6,3,0.02155022899999981,0.0025894619999995427,Y,318
8,4,30,6,3,0.02156660400000021,0.0020289749999999884,Y,322
8,4,30,6,3,0.021587745999999797,0.0020670929999999643,Y,320
8,4,30,6,3,0.02164726100000003,0.0025575139999998164,Y,322
8,4,30,6,3,0.02135765000000056,0.002166558000000318,Y,311
8,4,30,6,3,0.021627951000000145,0.0022796199999999267,Y,323
8,4,30,6,3,0.021505508999999368,0.0027170729999999033,Y,315
8,4,30,6,3,0.021315882000000563,0.0019883599999999113,Y,313
8,4,30,6,3,0.02151730499999971,0.0027460640000001035,Y,315
4,4,30,6,3,0.019849807000000386,0.0035560720000002988,Y,237
4,4,30,6,3,0.019923410999999724,0.0035453080000000803,Y,245
4,4,30,6,3,0.019828406000000687,0.0033136769999999593,Y,241
4,4,30,6,3,0.01994603299999964,0.002705585000000177,Y,248
4,4,30,6,3,0.01995044700000026,0.003597087999999804,Y,251
4,4,30,6,3,0.020176103999999917,0.0035003080000000075,Y,257
4,4,30,6,3,0.019890545000000426,0.0036222380000001664,Y,239
4,4,30,6,3,0.01994364599999976,0.0035387050000004194,Y,246
4,4,30,6,3,0.01991876700000006,0.0024933250000001017,Y,239
4,4,30,6,3,0.019900110000000026,0.0033851490000000872,Y,239
3,2,30,6,3,0.011644104999999794,0.004821626000000023,Y,107
3,2,30,6,3,0.011596082000000063,0.005318393000000032,Y,101
3,2,30,6,3,0.01164110400000018,0.0035922669999997048,Y,107
3,2,30,6,3,0.011650518000000165,0.004335871999999963,Y,106
3,2,30,6,3,0.011552417000000315,0.00449170100000007,Y,102
3,2,30,6,3,0.01145805000000033,0.0057150179999996276,Y,97
3,2,30,6,3,0.011660201999999842,0.004180379000000123,Y,106
3,2,30,6,3,0.01170617300000032,0.0036871829999998162,Y,107
3,2,30,6,3,0.0116281469999997,0.0038336179999998166,Y,107
3,2,30,6,3,0.011616437999999896,0.003460867999999895,Y,102
2,3,30,6,3,0.015272879000000295,0.004890795999999753,Y,121
2,3,30,6,3,0.015267233000000324,0.004243953999999661,Y,123
2,3,30,6,3,0.015195348999999858,0.006484335999999757,Y,122
2,3,30,6,3,0.01652480299999981,0.005557342999999992,Y,125
2,3,30,6,3,0.015510783000000306,0.005648821999999942,Y,125
2,3,30,6,3,0.015187704000000135,0.006571684999999938,Y,123
2,3,30,6,3,0.015254331000000398,0.005623426999999737,Y,123
2,3,30,6,3,0.015280340999999975,0.006207686000000212,Y,125
2,3,30,6,3,0.015265951999999583,0.006694156000000007,Y,118
2,3,30,6,3,0.015386776999999796,0.005848701000000567,Y,126
2,2,30,6,3,0.011050833999999732,0.007594869999999698,Y,75
2,2,30,6,3,0.011107119000000054,0.008194501999999826,Y,78
2,2,30,6,3,0.011101598999999851,0.006183828000000169,Y,80
2,2,30,6,3,0.011042064999999823,0.009771154000000504,Y,75
2,2,30,6,3,0.011067974999999564,0.006905919999999899,Y,80
2,2,30,6,3,0.01117559200000029,0.006566891000000297,Y,80
2,2,30,6,3,0.011067555999999978,0.008590595999999895,Y,76
2,2,30,6,3,0.011057145000000101,0.008656725000000254,Y,76
2,2,30,6,3,0.01108301999999961,0.007299072999999989,Y,79
2,2,30,6,3,0.011123286000000121,0.009064415999999742,Y,78
12,12,40,7,4,0.11063648399999959,0.0061019540000000205,Y,1446
12,12,40,7,4,0.11058512999999914,0.010514604999999566,Y,1415
12,12,40,7,4,0.12817150000000055,0.0073855590000002636,Y,1436
12,12,40,7,4,0.11044319900000055,0.005161762000000181,Y,1434
12,12,40,7,4,0.11035050999999907,0.005130185000000509,Y,1446
12,12,40,7,4,0.11092917700000005,0.006973803000000167,Y,1433
12,12,40,7,4,0.10998633899999888,0.006853583000000718,Y,1432
12,12,40,7,4,0.11164428200000032,0.0054024690000007425,Y,1452
12,12,40,7,4,0.11080129199999966,0.005630691000000354,Y,1422
12,12,40,7,4,0.11334872900000104,0.005758843999999819,Y,1430
12,8,40,7,4,0.07511833200000062,0.006274560999999679,Y,961
12,8,40,7,4,0.07488172200000065,0.0053123730000006475,Y,950
12,8,40,7,4,0.07507651400000093,0.004385978000000179,Y,970
12,8,40,7,4,0.07543900000000026,0.006227978999999273,Y,974
12,8,40,7,4,0.0748393820000004,0.006080679999999283,Y,961
12,8,40,7,4,0.07469673900000018,0.00520032699999895,Y,945
12,8,40,7,4,0.07555912000000031,0.005708582999999656,Y,971
12,8,40,7,4,0.07551691099999935,0.00684413299999953,Y,967
12,8,40,7,4,0.07448920200000053,0.006173728000000267,Y,950
12,8,40,7,4,0.07467220199999947,0.005487729000000385,Y,941
12,4,40,7,4,0.039491809000001155,0.005104007999999993,Y,468
12,4,40,7,4,0.04040901299999966,0.004648760000000252,Y,494
12,4,40,7,4,0.039737391000000066,0.00573341199999966,Y,471
12,4,40,7,4,0.039808208000001066,0.00489961000000072,Y,477
12,4,40,7,4,0.04014123800000036,0.00853806500000065,Y,496
12,4,40,7,4,0.040150676999999746,0.004693469000000228,Y,485
12,4,40,7,4,0.03980780299999953,0.0051114199999995336,Y,480
12,4,40,7,4,0.03969986100000078,0.005517289999999342,Y,477
12,4,40,7,4,0.03991013100000007,0.005818848999999737,Y,479
12,4,40,7,4,0.04000772000000019,0.006114079999999689,Y,487
8,8,40,7,4,0.0735968739999997,0.006275503000000349,Y,859
8,8,40,7,4,0.07198395299999927,0.006293920000000064,Y,856
8,8,40,7,4,0.07175055600000046,0.006873917000000063,Y,845
8,8,40,7,4,0.07167978099999939,0.007094362999999326,Y,835
8,8,40,7,4,0.0721106159999998,0.008027111999999725,Y,853
8,8,40,7,4,0.07275226199999985,0.005732166999999677,Y,876
8,8,40,7,4,0.07267193300000052,0.0060767020000005445,Y,875
8,8,40,7,4,0.07195011299999976,0.004664137000000679,Y,852
8,8,40,7,4,0.07204202899999856,0.005127801999999626,Y,848
8,8,40,7,4,0.07245852999999958,0.006532105999999871,Y,871
8,4,40,7,4,0.03831027499999973,0.005920602999999858,Y,417
8,4,40,7,4,0.0383617230000004,0.006991941999999973,Y,428
8,4,40,7,4,0.038440803999999495,0.005829001999998695,Y,427
8,4,40,7,4,0.03860792199999974,0.007605475000000084,Y,430
8,4,40,7,4,0.03844060699999918,0.0065545550000001285,Y,429
8,4,40,7,4,0.03859524399999881,0.005436063000000324,Y,437
8,4,40,7,4,0.03875622499999931,0.005680925000000947,Y,430
8,4,40,7,4,0.038494056999999415,0.006732420999999711,Y,437
8,4,40,7,4,0.03859939299999926,0.005708055000000378,Y,432
8,4,40,7,4,0.03837126900000065,0.00929767000000048,Y,417
4,4,40,7,4,0.03557335500000036,0.009463172000000242,Y,322
4,4,40,7,4,0.035554834000000035,0.007122925000000002,Y,332
4,4,40,7,4,0.035708030000000335,0.00816859900000022,Y,326
4,4,40,7,4,0.03544206500000069,0.010448492999999281,Y,324
4,4,40,7,4,0.03552784000000031,0.007960412000000083,Y,326
4,4,40,7,4,0.0357333810000009,0.007788471000000463,Y,327
4,4,40,7,4,0.03519672299999943,0.008666515999999014,Y,315
4,4,40,7,4,0.03533429099999985,0.007871068000000037,Y,319
4,4,40,7,4,0.03571363699999974,0.006389988999998764,Y,329
4,4,40,7,4,0.035424528000000066,0.006551861000000159,Y,327
3,2,40,7,4,0.020891103999998606,0.01599558000000023,Y,150
3,2,40,7,4,0.020824526000000176,0.019135936999997938,Y,152
3,2,40,7,4,0.020806781000000996,0.019856706000000557,Y,147
3,2,40,7,4,0.020642114000001044,0.014854178000000218,Y,144
3,2,40,7,4,0.020661752000000533,0.020523669999999328,Y,140
3,2,40,7,4,0.020729727000000864,0.015205032000000784,Y,143
3,2,40,7,4,0.020622626999999838,0.022945587999998907,Y,144
3,2,40,7,4,0.020779153999999522,0.015546147999998539,Y,147
3,2,40,7,4,0.020566244000001177,0.01685101999999894,Y,142
3,2,40,7,4,0.020696892000000133,0.02067054500000154,Y,144
2,3,40,7,4,0.026645607000000737,0.036237053000000685,Y,155
2,3,40,7,4,0.026494913999998815,0.04726556700000195,Y,150
2,3,40,7,4,0.02678547100000017,0.031958651000001836,Y,162
2,3,40,7,4,0.02668348799999798,0.026909907000000288,Y,159
2,3,40,7,4,0.02663882100000059,0.0336857179999992,Y,161
2,3,40,7,4,0.026610671000000252,0.03989972499999972,Y,158
2,3,40,7,4,0.02656489600000178,0.04077659099999842,Y,159
2,3,40,7,4,0.026542793999999148,0.03294986000000044,Y,157
2,3,40,7,4,0.029495026999999396,0.0394982069999994,Y,159
2,3,40,7,4,0.026784264000001556,0.029913435999999294,Y,161
2,2,40,7,4,0.019752152000000578,0.05555882800000056,Y,110
2,2,40,7,4,0.01973196999999871,0.0696367880000004,Y,107
2,2,40,7,4,0.019741777999998433,0.05331720500000081,Y,107
2,2,40,7,4,0.01970141200000164,0.043954659999998924,Y,105
2,2,40,7,4,0.02708165299999976,0.05808334399999815,Y,107
2,2,40,7,4,0.019616199000001444,0.04464881600000048,Y,107
2,2,40,7,4,0.01966590299999993,0.05571594600000118,Y,107
2,2,40,7,4,0.019958471999999006,0.0493952999999987,Y,111
2,2,40,7,4,0.01962533999999927,0.07814563899999882,Y,106
2,2,40,7,4,0.01967756300000012,0.05079462999999862,Y,107
12,12,50,8,4,0.17487812299999916,0.009113012000000253,Y,1803
12,12,50,8,4,0.17478964499999883,0.00859917199999849,Y,1814
12,12,50,8,4,0.1758155280000011,0.010714392999998879,Y,1856
12,12,50,8,4,0.17655201399999854,0.006254917999999776,Y,1869
12,12,50,8,4,0.175125422999999,0.0066387209999998475,Y,1836
12,12,50,8,4,0.17558028299999862,0.0066510969999988845,Y,1827
12,12,50,8,4,0.17500519500000067,0.008585580000000093,Y,1827
12,12,50,8,4,0.1769879620000001,0.006151899000000682,Y,1841
12,12,50,8,4,0.17630110999999893,0.006219821000000181,Y,1842
12,12,50,8,4,0.17627529300000155,0.0075274020000009045,Y,1837
12,8,50,8,4,0.12149232300000001,0.00791481699999963,Y,1247
12,8,50,8,4,0.12226820500000102,0.005346730999999494,Y,1258
12,8,50,8,4,0.12230300899999946,0.006051510000000704,Y,1266
12,8,50,8,4,0.12217288899999978,0.005644408000000212,Y,1255
12,8,50,8,4,0.12219447100000025,0.005699482999999006,Y,1252
12,8,50,8,4,0.12312885600000101,0.007812041999999408,Y,1253
12,8,50,8,4,0.12143120700000054,0.0075776940000018556,Y,1240
12,8,50,8,4,0.12321985200000007,0.007011574999999937,Y,1248
12,8,50,8,4,0.12128732800000108,0.005792882000001498,Y,1241
12,8,50,8,4,0.12331357699999934,0.007315022000000226,Y,1253
12,4,50,8,4,0.06392358399999942,0.008366488000001837,Y,622
12,4,50,8,4,0.06400438100000017,0.010103749000000661,Y,624
12,4,50,8,4,0.06448297400000058,0.005355863000000127,Y,640
12,4,50,8,4,0.06385664499999955,0.00626211900000051,Y,622
12,4,50,8,4,0.06415513999999867,0.008003874999999994,Y,629
12,4,50,8,4,0.06382704100000147,0.007859297999999626,Y,620
12,4,50,8,4,0.0642524299999998,0.00475557900000112,Y,633
12,4,50,8,4,0.06430322299999958,0.008980949999999766,Y,621
12,4,50,8,4,0.06435281299999929,0.007217294999998458,Y,631
12,4,50,8,4,0.06451151499999774,0.006543640999998601,Y,636
8,8,50,8,4,0.11771172200000102,0.008228982000000329,Y,1125
8,8,50,8,4,0.11742838100000164,0.010807856999999643,Y,1122
8,8,50,8,4,0.11711588200000023,0.008042052999998717,Y,1112
8,8,50,8,4,0.11841048199999982,0.008716830999999203,Y,1145
8,8,50,8,4,0.11889083300000003,0.007634341000001044,Y,1123
8,8,50,8,4,0.11769124799999808,0.008242043999997506,Y,1126
8,8,50,8,4,0.11793092900000168,0.008177410000000052,Y,1138
8,8,50,8,4,0.11769402600000234,0.008973554999998967,Y,1098
8,8,50,8,4,0.1169233279999986,0.009102031000001176,Y,1102
8,8,50,8,4,0.11798907400000047,0.009646809999999562,Y,1136
8,4,50,8,4,0.06194308699999951,0.007762746999999237,Y,558
8,4,50,8,4,0.06199671599999945,0.00811231099999965,Y,565
8,4,50,8,4,0.061803084999999314,0.007763929999999419,Y,552
8,4,50,8,4,0.06120892000000033,0.009051494999999576,Y,544
8,4,50,8,4,0.06195851999999924,0.008492803000001103,Y,559
8,4,50,8,4,0.061984689999999176,0.00646653999999991,Y,564
8,4,50,8,4,0.06120578699999868,0.00752341699999981,Y,546
8,4,50,8,4,0.062268102999999186,0.0065028659999999405,Y,560
8,4,50,8,4,0.06171937499999913,0.0073184709999996045,Y,556
8,4,50,8,4,0.06167377099999882,0.008195527999999896,Y,550
