c,d,n,k,r,gen_time,solve_time,valid,sel_len
12,4,500,23,12,16.606920560000162,10.163201314999696,Y,5827
12,4,500,23,12,16.49944702500079,8.796738194999762,Y,5762
12,4,500,23,12,16.518084089999775,8.829891920999671,Y,5773
12,4,500,23,12,16.524424961000022,9.18157649900104,Y,5782
12,4,500,23,12,16.5338161210002,9.82645346299978,Y,5824
8,8,300,18,9,8.46451479399957,2.3051072530001875,Y,5792
8,8,300,18,9,8.496886937999534,2.1362194510006702,Y,5816
8,8,300,18,9,8.496761653000249,1.5980088629994498,Y,5795
8,8,300,18,9,8.509538483000142,2.2324454620002143,Y,5825
8,8,300,18,9,8.507694494000134,1.972357742999975,Y,5834
8,8,300,18,9,8.508920213000692,1.641100454000025,Y,5831
8,8,300,18,9,8.488918583999748,2.0298676990000786,Y,5802
8,8,300,18,9,8.487384632999692,2.0875204269996175,Y,5795
8,8,300,18,9,8.499095728000157,1.8774484990008204,Y,5826
8,8,300,18,9,8.471900314999402,2.065075973999683,Y,5785
8,8,400,20,10,18.910187600000427,5.178382239999337,Y,7048
8,8,400,20,10,18.936438409999937,5.727089424999576,Y,7054
8,8,400,20,10,18.980465650000042,5.80220350799982,Y,7091
8,8,400,20,10,18.935578813999655,5.284706124999957,Y,7035
8,8,400,20,10,19.091444491999937,7.5029586050000034,Y,7019
8,8,400,20,10,18.92448892199991,6.633763437000198,Y,7024
8,8,400,20,10,18.97051867500113,6.184043225000551,Y,7040
8,8,400,20,10,18.944524391000414,6.045090405999872,Y,7039
8,8,400,20,10,18.91149928699997,5.297785252999347,Y,7044
8,8,400,20,10,18.921228391000113,6.097983048000515,Y,7064
8,8,500,23,12,30.232944609999322,13.870747234999726,Y,8583
8,8,500,23,12,30.279995975000475,12.552277841999967,Y,8614
8,8,500,23,12,30.30162268499953,11.69195279700034,Y,8610
8,8,500,23,12,30.303479892000723,13.31971503000068,Y,8609
8,8,500,23,12,30.356867547999627,14.079564672000288,Y,8597
8,8,500,23,12,30.294653159999598,12.93076268699997,Y,8623
8,8,500,23,12,30.22810635900032,12.656582533999881,Y,8584
8,8,500,23,12,30.366482280000128,15.436265907000688,Y,8620
8,8,500,23,12,30.278979402999994,12.825744341000245,Y,8562
8,8,500,23,12,30.31216225900016,13.288142783999774,Y,8571
8,4,300,18,9,4.32787591000033,3.6080974670003343,Y,2893
8,4,300,18,9,4.341193539999949,2.8478730230008296,Y,2925
8,4,300,18,9,4.318922866999856,3.8899430269998447,Y,2915
8,4,300,18,9,4.322521808000147,3.3890980240003046,Y,2916
8,4,300,18,9,4.306547119000243,3.782142408999789,Y,2876
8,4,300,18,9,4.333214414999929,3.805130218999693,Y,2905
8,4,300,18,9,4.3154688220001844,3.437953627999377,Y,2907
8,4,300,18,9,4.300327990999449,4.079258020000452,Y,2878
8,4,300,18,9,4.312396465999427,3.669796162000239,Y,2899
8,4,300,18,9,4.315924187999826,3.501944491999893,Y,2913
8,4,400,20,10,9.583673894999265,19.073614448000626,Y,3508
8,4,400,20,10,9.581616352000765,18.43150116300012,Y,3513
8,4,400,20,10,9.574373859000389,15.23824216200046,Y,3507
8,4,400,20,10,9.626258623999547,13.674848382999699,Y,3556
8,4,400,20,10,9.582324959999823,15.963593445000242,Y,3520
8,4,400,20,10,9.57728398000063,19.730035624999346,Y,3511
8,4,400,20,10,9.642384529000083,14.628406308999729,Y,3553
8,4,400,20,10,9.586454589999903,18.530633880000096,Y,3514
8,4,400,20,10,9.59471789600002,15.91418560900047,Y,3524
8,4,400,20,10,9.572236362999774,15.088000841000394,Y,3499
8,4,500,23,12,15.409333606999553,55.39840430100003,Y,4287
8,4,500,23,12,15.304320002000168,53.63266346099999,Y,4303
8,4,500,23,12,15.28652798100029,60.66871486300079,Y,4264
8,4,500,23,12,15.326706321000074,57.70562683599928,Y,4267
8,4,500,23,12,15.309839951999948,48.57462146500029,Y,4302
8,4,500,23,12,15.303946689999975,49.24685616800025,Y,4296
8,4,500,23,12,15.315526206999493,57.34838081899943,Y,4303
8,4,500,23,12,15.366694779000227,55.013643306000176,Y,4292
8,4,500,23,12,15.295847068999592,52.54573032300004,Y,4305
8,4,500,23,12,15.34617193899976,53.704827176999515,Y,4283
4,4,300,18,9,3.813279720000537,90.81519080199905,Y,1630
4,4,300,18,9,3.8089600260000225,98.07757322700127,Y,1633
4,4,300,18,9,3.8015599109985487,96.23459427299986,Y,1627
4,4,300,18,9,3.8002401580006335,83.45199739499913,Y,1632
4,4,300,18,9,3.7988327310004024,85.94672097700004,Y,1635
4,4,300,18,9,3.8064869579993683,102.5048774550014,Y,1631
4,4,300,18,9,3.810266330000559,102.43951348300016,Y,1632
4,4,300,18,9,3.8004739740008517,97.77461218500048,Y,1630
4,4,300,18,9,3.7931323619995965,86.53223896499912,Y,1626
4,4,300,18,9,3.7981668560005346,103.04410878499948,Y,1631
