c,d,n,k,r,gen_time,solve_time,valid,sel_len
3,2,20,5,3,0.0021316289999999682,0.00067941699999996,Y,66
3,2,20,5,3,0.002116818000000076,0.000881690000000046,Y,67
3,2,20,5,3,0.002104090000000003,0.0009133869999999877,Y,62
3,2,20,5,3,0.0021513669999999596,0.0006871150000000714,Y,72
3,2,20,5,3,0.00214578700000001,0.0007958630000000078,Y,70
3,2,20,5,3,0.002135802999999936,0.0006932870000000424,Y,71
3,2,20,5,3,0.0021451479999999856,0.0007179920000000006,Y,70
3,2,20,5,3,0.002139942000000006,0.0010906769999999844,Y,68
2,3,20,5,3,0.0026639459999999726,0.000876148000000021,Y,77
2,3,20,5,3,0.0026749109999999465,0.000955253999999961,Y,81
2,3,20,5,3,0.0026813319999999807,0.0009029070000000639,Y,80
2,3,20,5,3,0.0026617920000000517,0.001105052999999967,Y,77
2,3,20,5,3,0.0026865019999999795,0.0009777530000000256,Y,83
2,3,20,5,3,0.0026578729999999773,0.0010350430000000133,Y,78
2,3,20,5,3,0.002683477999999906,0.0009226399999999746,Y,80
2,3,20,5,3,0.002658445999999981,0.0008923129999999224,Y,77
2,3,20,5,3,0.0026550010000000457,0.0011544799999999578,Y,79
2,3,20,5,3,0.0026709179999999666,0.0010369210000000795,Y,80
2,2,20,5,3,0.0020744950000000095,0.0009289710000000007,Y,53
2,2,20,5,3,0.0020816120000000105,0.0014590049999999577,Y,53
2,2,20,5,3,0.002052744999999967,0.0009780820000000467,Y,51
2,2,20,5,3,0.0020687999999999818,0.0008972730000000873,Y,55
2,2,20,5,3,0.002071154999999991,0.0010712050000000195,Y,55
2,2,20,5,3,0.00206022699999997,0.001162664000000091,Y,52
2,2,20,5,3,0.0020814630000000056,0.0009514379999999711,Y,55
2,2,20,5,3,0.002067307000000018,0.0009030979999999911,Y,53
2,2,20,5,3,0.0020795080000000077,0.0009897749999999705,Y,58
2,2,20,5,3,0.0020433519999999428,0.0009634739999999642,Y,51
12,12,30,6,3,0.04777752699999993,0.0018999249999999135,Y,1009
12,12,30,6,3,0.04819176700000005,0.002251973000000018,Y,1019
12,12,30,6,3,0.04732241200000009,0.002412857000000046,Y,1003
12,12,30,6,3,0.04929846199999999,0.0026635309999999413,Y,1009
12,12,30,6,3,0.047841900999999964,0.002209754000000008,Y,1004
12,12,30,6,3,0.04822362899999999,0.002019066000000014,Y,1022
12,12,30,6,3,0.04762197000000001,0.0022431649999998804,Y,992
12,12,30,6,3,0.048037308000000056,0.002909637999999992,Y,1018
12,12,30,6,3,0.04820747300000017,0.002245960999999852,Y,1009
12,12,30,6,3,0.04829486599999999,0.0021441310000001046,Y,1012
12,8,30,6,3,0.03378413200000008,0.0018830950000001678,Y,686
12,8,30,6,3,0.03331956000000025,0.0022298430000002867,Y,671
12,8,30,6,3,0.03382126699999999,0.00221628500000004,Y,697
12,8,30,6,3,0.033397644999999976,0.001782460999999902,Y,681
12,8,30,6,3,0.03412802000000004,0.0021294379999998725,Y,698
12,8,30,6,3,0.033809927999999934,0.0022833060000000405,Y,691
12,8,30,6,3,0.03369800699999992,0.0025252490000000627,Y,685
12,8,30,6,3,0.03381184100000012,0.0022060499999998484,Y,693
12,8,30,6,3,0.03353861999999985,0.0022197149999998445,Y,685
12,8,30,6,3,0.0339695579999999,0.0018676790000000665,Y,707
12,4,30,6,3,0.018494709000000276,0.001984190999999802,Y,343
12,4,30,6,3,0.01825346800000016,0.0021552259999999546,Y,344
12,4,30,6,3,0.018404002000000252,0.0017644449999998368,Y,351
12,4,30,6,3,0.01855330700000013,0.0017661590000002114,Y,361
12,4,30,6,3,0.01825754199999996,0.0018800359999999738,Y,342
12,4,30,6,3,0.018324752999999694,0.0022904150000000456,Y,350
12,4,30,6,3,0.018060944999999995,0.002008350999999964,Y,333
12,4,30,6,3,0.018185128000000272,0.0021042190000000183,Y,341
12,4,30,6,3,0.018389007000000124,0.0017512159999997223,Y,349
12,4,30,6,3,0.018688882000000184,0.0018438810000001027,Y,358
8,8,30,6,3,0.03266416300000019,0.0025828790000002044,Y,612
8,8,30,6,3,0.034251997999999784,0.0031025560000002006,Y,632
8,8,30,6,3,0.032964430999999905,0.0025821050000001122,Y,633
8,8,30,6,3,0.032602113000000044,0.002415838999999975,Y,630
8,8,30,6,3,0.03254706399999985,0.002779069000000023,Y,618
8,8,30,6,3,0.032871632999999845,0.002705555999999998,Y,628
8,8,30,6,3,0.03264445300000007,0.002644078999999966,Y,609
8,8,30,6,3,0.03277177799999986,0.002801051999999693,Y,640
8,8,30,6,3,0.03265859299999985,0.0021202499999999347,Y,628
8,8,30,6,3,0.032598237999999835,0.0032616550000001965,Y,624
8,4,30,6,3,0.017864387999999565,0.0023602389999997087,Y,316
8,4,30,6,3,0.017843033999999758,0.0016579100000000402,Y,317
8,4,30,6,3,0.01768107799999985,0.0032666799999998553,Y,304
8,4,30,6,3,0.01773859600000005,0.0027684679999997464,Y,308
8,4,30,6,3,0.01803735900000003,0.002855109000000411,Y,315
8,4,30,6,3,0.017775106999999846,0.002772197999999726,Y,316
8,4,30,6,3,0.01791829600000039,0.0020660929999998245,Y,323
8,4,30,6,3,0.01800327200000007,0.002639590000000247,Y,326
8,4,30,6,3,0.017784037999999835,0.002604520000000221,Y,309
8,4,30,6,3,0.017717092999999906,0.002637124999999685,Y,312
4,4,30,6,3,0.01662131199999939,0.0037100630000002077,Y,238
4,4,30,6,3,0.016570606999999793,0.003295467000000052,Y,239
4,4,30,6,3,0.016712790999999783,0.0027627780000001323,Y,244
4,4,30,6,3,0.016702511999999725,0.003099456000000167,Y,242
4,4,30,6,3,0.016767731999999924,0.0023000600000004923,Y,247
4,4,30,6,3,0.016681551000000017,0.0018613300000001054,Y,241
4,4,30,6,3,0.016659967999999914,0.0027929420000001315,Y,240
4,4,30,6,3,0.01664635400000014,0.003027726999999647,Y,243
4,4,30,6,3,0.016643032999999807,0.0031912510000000616,Y,238
4,4,30,6,3,0.0165676699999997,0.0027923599999999382,Y,236
3,2,30,6,3,0.009634038000000178,0.0037145919999996835,Y,107
3,2,30,6,3,0.009620856999999816,0.004403165999999903,Y,105
3,2,30,6,3,0.009518696000000215,0.004103262999999746,Y,99
3,2,30,6,3,0.009644297999999996,0.004028165999999889,Y,108
3,2,30,6,3,0.009697021000000028,0.003254727999999929,Y,110
3,2,30,6,3,0.009600135999999981,0.004383205999999973,Y,106
3,2,30,6,3,0.00947063999999953,0.004281167999999891,Y,98
3,2,30,6,3,0.009577288000000017,0.003772487000000435,Y,102
3,2,30,6,3,0.009501182000000608,0.0035201950000001148,Y,99
3,2,30,6,3,0.009611356000000182,0.003595046000000046,Y,104
2,3,30,6,3,0.012698813000000087,0.005266462999999888,Y,125
2,3,30,6,3,0.012624570999999918,0.005603888000000001,Y,123
2,3,30,6,3,0.012648884999999943,0.004919479999999865,Y,123
2,3,30,6,3,0.012589648999999703,0.005395797999999896,Y,122
2,3,30,6,3,0.012567758999999956,0.005445089999999819,Y,118
2,3,30,6,3,0.012650135999999979,0.007934959000000408,Y,126
2,3,30,6,3,0.013896962000000013,0.0063346769999999,Y,121
2,3,30,6,3,0.01251645400000001,0.006350046000000109,Y,119
2,3,30,6,3,0.012629997999999976,0.005884085000000372,Y,124
2,3,30,6,3,0.012607759999999857,0.004793141999999584,Y,122
2,2,30,6,3,0.009192505999999767,0.007258235000000113,Y,80
2,2,30,6,3,0.009194111999999866,0.006619859000000172,Y,81
2,2,30,6,3,0.009214929000000094,0.006282348000000049,Y,80
2,2,30,6,3,0.009152434000000209,0.006226160000000203,Y,80
2,2,30,6,3,0.00915501599999935,0.007021598000000129,Y,79
2,2,30,6,3,0.009147443999999894,0.007734714999999781,Y,78
2,2,30,6,3,0.009171645999999978,0.008185608000000233,Y,81
2,2,30,6,3,0.00915786200000035,0.006185107999999939,Y,80
2,2,30,6,3,0.009172721000000106,0.007700998999999875,Y,79
2,2,30,6,3,0.009137144000000319,0.008187599000000212,Y,80
12,12,40,7,4,0.09230711600000019,0.007214299000000146,Y,1459
12,12,40,7,4,0.09073177100000018,0.005629464999999723,Y,1443
12,12,40,7,4,0.09018109699999988,0.0059195870000006146,Y,1429
12,12,40,7,4,0.09127320599999988,0.007301108000000056,Y,1452
12,12,40,7,4,0.0901321639999999,0.00616388400000023,Y,1432
12,12,40,7,4,0.09047287599999976,0.006737166000000183,Y,1433
12,12,40,7,4,0.09015477500000024,0.007265317999999965,Y,1427
12,12,40,7,4,0.09157111200000001,0.0054087560000000146,Y,1436
12,12,40,7,4,0.09023843800000009,0.006479001000000206,Y,1434
12,12,40,7,4,0.09107183400000007,0.005192007000000665,Y,1435
12,8,40,7,4,0.06305134200000051,0.00465966199999901,Y,960
12,8,40,7,4,0.06232288399999941,0.005831659000000933,Y,960
12,8,40,7,4,0.061563437999999415,0.0057777120000004345,Y,968
12,8,40,7,4,0.06162595000000071,0.00723560199999973,Y,945
12,8,40,7,4,0.0626850499999998,0.005315989999999715,Y,976
12,8,40,7,4,0.06220659299999998,0.005755850000000784,Y,972
12,8,40,7,4,0.06251084800000051,0.005639328000000887,Y,972
12,8,40,7,4,0.061895845999999644,0.004537794000000872,Y,963
12,8,40,7,4,0.06207743299999979,0.005267008999999767,Y,962
12,8,40,7,4,0.06224181699999942,0.0070125629999990835,Y,980
12,4,40,7,4,0.03277216800000016,0.0064606620000002835,Y,473
12,4,40,7,4,0.03328812600000042,0.006447729000000457,Y,487
12,4,40,7,4,0.032966627000000415,0.005662561000000288,Y,473
12,4,40,7,4,0.03349822900000099,0.006342081999999749,Y,486
12,4,40,7,4,0.03261268099999981,0.0058658910000009,Y,463
12,4,40,7,4,0.03326150599999966,0.005052571000000228,Y,475
12,4,40,7,4,0.033434827000000666,0.005657077000001287,Y,481
12,4,40,7,4,0.03356298300000038,0.0051538309999994425,Y,488
12,4,40,7,4,0.03338189000000025,0.005499226000000412,Y,483
12,4,40,7,4,0.03381060100000077,0.005339898000000787,Y,492
8,8,40,7,4,0.05924820700000044,0.0067125419999998215,Y,840
8,8,40,7,4,0.06157616099999963,0.005182566999999416,Y,881
8,8,40,7,4,0.05963214899999958,0.007208174000000511,Y,854
8,8,40,7,4,0.05932020500000057,0.006078757000000934,Y,846
8,8,40,7,4,0.06046424100000003,0.006513352000000694,Y,880
8,8,40,7,4,0.06020711700000003,0.007423638000000565,Y,876
8,8,40,7,4,0.05988154300000037,0.006451651999999974,Y,874
8,8,40,7,4,0.05984575600000053,0.005846759000000645,Y,873
8,8,40,7,4,0.060132010000000236,0.005653822000001085,Y,871
8,8,40,7,4,0.05969697699999976,0.009350464000000613,Y,857
8,4,40,7,4,0.03217912100000131,0.006064843999999958,Y,438
8,4,40,7,4,0.03226184400000065,0.0066192100000002085,Y,442
8,4,40,7,4,0.03183671299999968,0.00666197300000082,Y,421
8,4,40,7,4,0.03217265800000124,0.004552061000000052,Y,435
8,4,40,7,4,0.031889622999999645,0.005795251999999529,Y,426
8,4,40,7,4,0.03192562999999993,0.005863355999999875,Y,428
8,4,40,7,4,0.03215953499999902,0.005136038000000731,Y,432
8,4,40,7,4,0.032201861000000775,0.006588182999999859,Y,435
8,4,40,7,4,0.031809477000000363,0.007731987999999745,Y,422
8,4,40,7,4,0.03230853300000014,0.007319371000000352,Y,431
4,4,40,7,4,0.03007031200000032,0.007421600999999889,Y,333
4,4,40,7,4,0.029986830000000353,0.009039583999999934,Y,323
4,4,40,7,4,0.029852816000000004,0.008135244000000874,Y,324
4,4,40,7,4,0.029783731000000202,0.007373592999999623,Y,322
4,4,40,7,4,0.03139186200000044,0.009093715999999752,Y,315
4,4,40,7,4,0.029738569999999243,0.006476096000000098,Y,318
4,4,40,7,4,0.029779726000001006,0.008133371000000444,Y,313
4,4,40,7,4,0.029804343000000344,0.008397074000000337,Y,326
4,4,40,7,4,0.029794364000000684,0.008269481000000134,Y,318
4,4,40,7,4,0.029848883999999742,0.007831966000000357,Y,320
3,2,40,7,4,0.017398668000000228,0.013402240000000454,Y,147
3,2,40,7,4,0.017407015999999054,0.014279163000000317,Y,143
3,2,40,7,4,0.01752334599999994,0.015370917999999456,Y,149
3,2,40,7,4,0.0171917309999996,0.016455907000000103,Y,138
3,2,40,7,4,0.017438724000000683,0.015650700999999323,Y,145
3,2,40,7,4,0.017336155999999825,0.016199902999999516,Y,145
3,2,40,7,4,0.01728551700000036,0.01617487800000017,Y,142
3,2,40,7,4,0.017441384000000504,0.019843588999999717,Y,145
3,2,40,7,4,0.01742900500000033,0.010627841000000693,Y,148
3,2,40,7,4,0.017330285999999973,0.016566483000000076,Y,143
2,3,40,7,4,0.02250874400000047,0.036173654999999805,Y,161
2,3,40,7,4,0.022384781999999603,0.031129712000000254,Y,160
2,3,40,7,4,0.022313324000000634,0.04353274500000026,Y,158
2,3,40,7,4,0.02251361599999946,0.030874435999999505,Y,161
2,3,40,7,4,0.022441994999999437,0.04281179200000018,Y,159
2,3,40,7,4,0.022398792999999806,0.03804807599999993,Y,161
2,3,40,7,4,0.022350542999999945,0.04383128700000061,Y,157
2,3,40,7,4,0.022418555999999867,0.029430650000000114,Y,162
2,3,40,7,4,0.022423405000001395,0.03763709800000026,Y,162
2,3,40,7,4,0.022519688999999232,0.04016623399999997,Y,159
2,2,40,7,4,0.016353514000000402,0.06451556100000033,Y,104
2,2,40,7,4,0.01631779899999941,0.05856397599999941,Y,103
2,2,40,7,4,0.016555477000000707,0.06636139100000005,Y,108
2,2,40,7,4,0.016537505999999702,0.05677646200000108,Y,110
2,2,40,7,4,0.01635801099999945,0.06386860699999897,Y,104
2,2,40,7,4,0.01646176500000074,0.044374860999999655,Y,106
2,2,40,7,4,0.017640526999999295,0.043952332999998234,Y,104
2,2,40,7,4,0.016293081999998904,0.07107160899999876,Y,102
2,2,40,7,4,0.016402407000001062,0.0660122610000009,Y,105
2,2,40,7,4,0.016443349999999413,0.06469513900000123,Y,108
12,12,50,8,4,0.14666262600000124,0.004781421999998869,Y,1839
12,12,50,8,4,0.14566694100000177,0.007398732999998714,Y,1869
12,12,50,8,4,0.14528791200000057,0.007520500000000041,Y,1823
12,12,50,8,4,0.14538656700000097,0.008096369000000436,Y,1858
12,12,50,8,4,0.14609505700000014,0.006394838000000291,Y,1829
12,12,50,8,4,0.14504619599999913,0.007858396999999684,Y,1843
12,12,50,8,4,0.14514942200000114,0.009808351000000215,Y,1865
12,12,50,8,4,0.14458931000000064,0.0053894380000016895,Y,1849
12,12,50,8,4,0.1468070019999992,0.007654363000002107,Y,1839
12,12,50,8,4,0.1445944730000015,0.007927074999999562,Y,1846
12,8,50,8,4,0.10114577699999927,0.005813524999998876,Y,1253
12,8,50,8,4,0.10110150599999912,0.00692002699999783,Y,1252
12,8,50,8,4,0.10077845800000063,0.007728787999999653,Y,1267
12,8,50,8,4,0.1013220920000002,0.005378757999999095,Y,1267
12,8,50,8,4,0.10131650199999953,0.007095328000000123,Y,1241
12,8,50,8,4,0.10068194299999966,0.00936573299999921,Y,1236
12,8,50,8,4,0.1021106420000013,0.0054441049999987,Y,1245
12,8,50,8,4,0.10068437500000194,0.0076554380000004585,Y,1254
12,8,50,8,4,0.1020678359999998,0.008240701000000072,Y,1285
12,8,50,8,4,0.10293686100000166,0.0074267680000001945,Y,1251
12,4,50,8,4,0.0535948839999989,0.006605967999998796,Y,635
12,4,50,8,4,0.053105735999999126,0.007900609000000003,Y,624
12,4,50,8,4,0.052713558999998966,0.004778362999998009,Y,608
12,4,50,8,4,0.05319652200000036,0.008425182999999947,Y,630
12,4,50,8,4,0.05342100000000016,0.008567542000001538,Y,630
12,4,50,8,4,0.05341365000000131,0.007503102999999456,Y,624
12,4,50,8,4,0.053433923999998356,0.005269671000000642,Y,633
12,4,50,8,4,0.05316554400000051,0.009058833000000988,Y,629
12,4,50,8,4,0.05484298800000076,0.005966619000000506,Y,646
12,4,50,8,4,0.05358674399999863,0.00718244499999976,Y,627
8,8,50,8,4,0.09611924999999744,0.008335487000000086,Y,1091
8,8,50,8,4,0.09752359300000002,0.009515472000000358,Y,1116
8,8,50,8,4,0.09717884199999816,0.007506957000000369,Y,1123
8,8,50,8,4,0.0979637499999999,0.008078895999997115,Y,1125
8,8,50,8,4,0.09752563899999878,0.006290860000001786,Y,1115
8,8,50,8,4,0.0987121670000004,0.007968753000000106,Y,1132
8,8,50,8,4,0.0980708099999994,0.009832856000000945,Y,1117
8,8,50,8,4,0.09748687599999961,0.006212732999999915,Y,1116
8,8,50,8,4,0.09688287700000053,0.010398507999997975,Y,1115
8,8,50,8,4,0.09776117699999887,0.008466231999998186,Y,1117
8,4,50,8,4,0.051695370000000906,0.008438249000001008,Y,565
8,4,50,8,4,0.05139868400000047,0.006671698999999975,Y,554
8,4,50,8,4,0.052159424000000953,0.010910407000000788,Y,580
8,4,50,8,4,0.05195737099999853,0.007732136999999639,Y,562
8,4,50,8,4,0.051598235000001935,0.007256733000000182,Y,563
8,4,50,8,4,0.05131657399999945,0.009105063999999885,Y,553
8,4,50,8,4,0.05166932400000057,0.008409170000000188,Y,560
