n,f,c,d,time,sched_len
300,2,8,4,2.044581653999984,4348
400,2,12,12,9.752506291999993,19408
400,2,12,8,6.577364154999998,13072
400,2,12,4,3.459452285999987,6736
400,2,8,8,7.1250497749999795,8848
400,2,8,4,4.063077093999993,4624
500,2,12,12,16.680878520999983,20300
500,2,12,8,11.103222933000012,13700
500,2,12,4,6.651028559999986,7100
500,2,8,8,12.659019777999987,9300
500,2,8,4,7.733854202999993,4900
10,2,12,12,0.00507231299999944,3326
10,2,12,8,0.003429101999984141,2312
10,2,12,4,0.0021740370000031817,1224
10,2,8,8,0.003277874000019665,1970
10,2,8,4,0.0020835880000049656,1066
20,2,12,12,0.018382948000009947,6714
20,2,12,8,0.012647100999998884,4414
20,2,12,4,0.007102516000003334,2230
20,2,8,8,0.01204797600001939,3432
20,2,8,4,0.006862820000009151,1820
30,2,12,12,0.04138748299999406,8806
30,2,12,8,0.029055231999990383,6064
30,2,12,4,0.015781521999997494,3036
30,2,8,8,0.02759630799999968,4504
30,2,8,4,0.01508432600002152,2338
40,2,12,12,0.07508182800000895,10626
40,2,12,8,0.050868913999977394,6994
40,2,12,4,0.027425662000013062,3532
40,2,8,8,0.048413116000006085,5056
40,2,8,4,0.026121996000000536,2570
50,2,12,12,0.11585366899998917,11592
50,2,12,8,0.0810737220000135,7874
50,2,12,4,0.04277912399999195,3952
50,2,8,8,0.0771715360000087,5556
50,2,8,4,0.04140213200000176,2806
60,2,12,12,0.1736763129999872,12704
60,2,12,8,0.11484928900000568,8466
60,2,12,4,0.06217766899999333,4328
60,2,8,8,0.11019843799999762,5814
60,2,8,4,0.06096023400002082,3028
70,2,12,12,0.22907334999999307,13180
70,2,12,8,0.15517582100000027,8788
70,2,12,4,0.08298116899999286,4444
70,2,8,8,0.15116965299998242,5988
70,2,8,4,0.08102211700000339,3038
80,2,12,12,0.30322508999998377,13776
80,2,12,8,0.2107471129999965,9320
80,2,12,4,0.11026050200001691,4750
80,2,8,8,0.20393648700002132,6398
80,2,8,4,0.10830151700000101,3242
90,2,12,12,0.38404393900000855,14196
90,2,12,8,0.2607010129999878,9468
90,2,12,4,0.13696990900001538,4788
90,2,8,8,0.2545805709999911,6408
90,2,8,4,0.13804230299999176,3246
100,2,12,12,0.48314788499999395,14788
100,2,12,8,0.32521158599999467,9802
100,2,12,4,0.1764010370000051,5074
100,2,8,8,0.32024871699999835,6606
100,2,8,4,0.1755857560000038,3444
200,2,12,12,2.176130305000015,17096
200,2,12,8,1.4964827409999941,11546
200,2,12,4,0.7939772789999893,6008
200,2,8,8,1.5183818790000032,7768
200,2,8,4,0.8405432400000166,4072
300,2,12,12,5.229010391000003,18516
300,2,12,8,3.520873447000014,12444
300,2,12,4,1.901938446999992,6372
300,2,8,8,3.6827781290000132,8396
300,2,8,4,2.0918503210000097,4348
400,2,12,12,9.75588386399997,19408
400,2,12,8,6.742923876999953,13072
400,2,12,4,3.4853690079999637,6736
400,2,8,8,6.95372282400001,8848
400,2,8,4,3.755097861999957,4624
500,2,12,12,15.64258771599998,20300
500,2,12,8,11.093649052000046,13700
500,2,12,4,6.059990125000013,7100
500,2,8,8,12.962739483000007,9300
500,2,8,4,7.189235390000022,4900
10,2,12,12,0.005023901000015485,3320
10,2,12,8,0.003431078999994952,2296
10,2,12,4,0.0021495000000300024,1232
10,2,8,8,0.0032579889999624356,1926
10,2,8,4,0.0020814690000179326,1024
20,2,12,12,0.018253274000016972,6542
20,2,12,8,0.012654563000012331,4402
20,2,12,4,0.007059837999975116,2116
20,2,8,8,0.012119981000012103,3490
20,2,8,4,0.006877492000000984,1780
30,2,12,12,0.041562925999983236,8882
30,2,12,8,0.02915363099998558,6084
30,2,12,4,0.015721570000039264,2960
30,2,8,8,0.02769188199999917,4490
30,2,8,4,0.015118550000011055,2276
40,2,12,12,0.07607183100003567,10658
40,2,12,8,0.05098247800003719,7014
40,2,12,4,0.02757059800001116,3616
40,2,8,8,0.048569939000003615,5122
40,2,8,4,0.0266441080000277,2580
50,2,12,12,0.11637156500000856,11612
50,2,12,8,0.08049055599997246,7846
50,2,12,4,0.04292355600000519,3964
50,2,8,8,0.0772406110000361,5586
50,2,8,4,0.0416494340000213,2812
60,2,12,12,0.1735137740000141,12636
60,2,12,8,0.11466615000000502,8410
60,2,12,4,0.06215870400001222,4300
60,2,8,8,0.11099640000003319,5778
60,2,8,4,0.06089334500001087,3004
70,2,12,12,0.22932811300000822,13152
70,2,12,8,0.15578577899998436,8794
70,2,12,4,0.08292401199997812,4460
70,2,8,8,0.15118622599999298,6042
70,2,8,4,0.08076156499998888,3038
80,2,12,12,0.30492007999998805,13828
80,2,12,8,0.21067164900000535,9356
80,2,12,4,0.11096651600001906,4712
80,2,8,8,0.2035737299999596,6410
80,2,8,4,0.10874774900003104,3248
90,2,12,12,0.38568241600000874,14178
90,2,12,8,0.25982098000002907,9500
90,2,12,4,0.13724936599999182,4782
90,2,8,8,0.25498267299997224,6402
90,2,8,4,0.13704955700001165,3258
100,2,12,12,0.4847501520000037,14782
100,2,12,8,0.32586094099997354,9784
100,2,12,4,0.17544167800002697,5104
100,2,8,8,0.3187352989999681,6606
100,2,8,4,0.17521034899999677,3438
200,2,12,12,2.186798796000005,17090
200,2,12,8,1.4813388530000111,11552
200,2,12,4,0.796630902000004,6008
200,2,8,8,1.518086191000009,7768
200,2,8,4,0.8340796790000127,4072
300,2,12,12,5.246069418000047,18516
300,2,12,8,3.5145774349999783,12444
300,2,12,4,1.8800707759999682,6372
300,2,8,8,3.7633186620000174,8396
300,2,8,4,2.0553648320000093,4348
400,2,12,12,9.703301973999999,19408
400,2,12,8,6.589522996000028,13072
400,2,12,4,3.5994981620000317,6736
400,2,8,8,7.441702867999993,8848
400,2,8,4,4.900482819999979,4624
500,2,12,12,16.263107090000005,20300
500,2,12,8,10.902728220000029,13700
500,2,12,4,6.399491952999995,7100
500,2,8,8,13.082658503000005,9300
500,2,8,4,7.779158561999964,4900
10,2,12,12,0.004833535000045686,3360
10,2,12,8,0.003467286999978114,2408
10,2,12,4,0.002147877000027165,1180
10,2,8,8,0.003309102000002895,2028
10,2,8,4,0.0021188720000395733,1044
20,2,12,12,0.018277137000040966,6608
20,2,12,8,0.012699344999987261,4474
20,2,12,4,0.007049625999968612,2156
20,2,8,8,0.012001909999980853,3388
20,2,8,4,0.006855739999991783,1778
30,2,12,12,0.0415423620000297,8920
30,2,12,8,0.028977841000028093,6054
30,2,12,4,0.015800561999981255,3060
30,2,8,8,0.02767007099998864,4534
30,2,8,4,0.015056839999999738,2276
40,2,12,12,0.07533172899996998,10628
40,2,12,8,0.05121038100003261,7132
40,2,12,4,0.027430873000014344,3588
40,2,8,8,0.04842477899995856,5084
40,2,8,4,0.026111897000021145,2548
50,2,12,12,0.11578662099998382,11622
50,2,12,8,0.0817268260000219,8034
50,2,12,4,0.04296372699997164,4014
50,2,8,8,0.07696915200000376,5538
50,2,8,4,0.04177813899997318,2848
60,2,12,12,0.1730951949999735,12800
60,2,12,8,0.11452910799999927,8384
60,2,12,4,0.06227018300000964,4362
60,2,8,8,0.11033091699999886,5796
60,2,8,4,0.06071773700000449,3010
70,2,12,12,0.22926867999996148,13070
70,2,12,8,0.1566491410000026,8738
70,2,12,4,0.08251221399996211,4384
70,2,8,8,0.1509069300000192,5982
70,2,8,4,0.08124297199998409,3056
80,2,12,12,0.3033297110000035,13772
80,2,12,8,0.21158117099997753,9380
80,2,12,4,0.11083138200001486,4766
80,2,8,8,0.20277824099997588,6374
80,2,8,4,0.1085982129999934,3236
90,2,12,12,0.38529472900000883,14164
90,2,12,8,0.26027074499995706,9522
90,2,12,4,0.1371831999999813,4734
90,2,8,8,0.25363832799996544,6420
90,2,8,4,0.13578826700000945,3246
100,2,12,12,0.483870090000039,14794
100,2,12,8,0.3252807910000115,9790
100,2,12,4,0.17465132800003857,5068
100,2,8,8,0.3174368100000038,6606
100,2,8,4,0.17580142200000637,3444
200,2,12,12,2.169399599999963,17084
200,2,12,8,1.4958798789999719,11552
200,2,12,4,0.797927881000021,6008
200,2,8,8,1.5130717760000039,7768
200,2,8,4,0.8420690020000166,4072
300,2,12,12,5.2010124829999995,18516
300,2,12,8,3.5110692510000376,12444
300,2,12,4,1.9047678750000046,6372
300,2,8,8,3.703723095999976,8396
300,2,8,4,2.115030085000001,4348
400,2,12,12,9.717249023000022,19408
400,2,12,8,6.58635751700001,13072
400,2,12,4,3.5581854329999487,6736
400,2,8,8,6.975601983999979,8848
400,2,8,4,4.467874737000045,4624
500,2,12,12,15.589118044999964,20300
500,2,12,8,10.566704968999943,13700
500,2,12,4,6.125787797000044,7100
500,2,8,8,12.698428735999983,9300
500,2,8,4,7.531282632000057,4900
10,2,12,12,0.004858479000063198,3378
10,2,12,8,0.003439151999941714,2216
10,2,12,4,0.0021576409999397583,1122
10,2,8,8,0.0033055479999575255,1982
10,2,8,4,0.002121371000043837,1098
20,2,12,12,0.018434773999956633,6652
20,2,12,8,0.012716127999965465,4458
20,2,12,4,0.007075095000004694,2176
20,2,8,8,0.012141725999981645,3446
20,2,8,4,0.00686077699992893,1716
30,2,12,12,0.04163740000001326,8918
30,2,12,8,0.02913168800000676,6002
30,2,12,4,0.015753033000009964,2978
30,2,8,8,0.027811131000021305,4560
30,2,8,4,0.015159708999931354,2316
40,2,12,12,0.07521089500005473,10494
40,2,12,8,0.051259809999919526,7080
40,2,12,4,0.02745381499994437,3492
40,2,8,8,0.04862838999997621,5080
40,2,8,4,0.02619112000002133,2570
50,2,12,12,0.11634779500002423,11608
50,2,12,8,0.08089277700003095,7920
50,2,12,4,0.04309245399997508,4052
50,2,8,8,0.07733991399993556,5598
50,2,8,4,0.041733782999926916,2836
60,2,12,12,0.1742385939999167,12690
60,2,12,8,0.11488614899997174,8394
60,2,12,4,0.06365644100003465,4356
60,2,8,8,0.11355818700008058,5790
60,2,8,4,0.06102064499998505,3034
70,2,12,12,0.2298478929999419,13136
70,2,12,8,0.15671566800006076,8836
70,2,12,4,0.0828334420000374,4426
70,2,8,8,0.15168827599995893,6018
70,2,8,4,0.08070358600002692,3044
80,2,12,12,0.30515227699993375,13832
80,2,12,8,0.21222775000001093,9430
80,2,12,4,0.1104371970000102,4742
80,2,8,8,0.20424908500001493,6404
80,2,8,4,0.10858668000003036,3242
90,2,12,12,0.38317967400007547,14174
90,2,12,8,0.26062673800004177,9474
90,2,12,4,0.13718876899997667,4800
90,2,8,8,0.2536308609999196,6396
90,2,8,4,0.1378184060000649,3258
100,2,12,12,0.48398269000006167,14740
100,2,12,8,0.32513024000002133,9760
100,2,12,4,0.17520326900000782,5074
100,2,8,8,0.31956486399997175,6606
100,2,8,4,0.17401882800004387,3438
200,2,12,12,2.1841414740000573,17090
200,2,12,8,1.4829507620000868,11552
200,2,12,4,0.7976098400000637,6008
200,2,8,8,1.5197907159999886,7768
200,2,8,4,0.850423411999941,4072
300,2,12,12,5.171804383999984,18516
300,2,12,8,3.5470140290000245,12444
300,2,12,4,1.8772735400000329,6372
300,2,8,8,3.7270207699999673,8396
300,2,8,4,2.043770012999971,4348
400,2,12,12,9.67473814899995,19408
400,2,12,8,6.68813172900002,13072
400,2,12,4,3.499901308999938,6736
400,2,8,8,7.57310311699996,8848
400,2,8,4,4.578148866999982,4624
500,2,12,12,15.90044242700003,20300
500,2,12,8,10.688499858,13700
500,2,12,4,6.131460927000035,7100
500,2,8,8,13.563865558999964,9300
500,2,8,4,7.331212222999966,4900
10,2,12,12,0.004821794000008595,3346
10,2,12,8,0.0034365409999281837,2228
10,2,12,4,0.002166031000001567,1264
10,2,8,8,0.003284097000005204,1992
10,2,8,4,0.0020893170000135797,1020
20,2,12,12,0.018342444000040814,6688
20,2,12,8,0.012573829999951158,4294
20,2,12,4,0.00713039699996898,2240
20,2,8,8,0.012081297999998242,3442
20,2,8,4,0.006804931000033321,1734
30,2,12,12,0.041597194000019044,8928
30,2,12,8,0.02908165899998494,5986
30,2,12,4,0.015804780000053142,3090
30,2,8,8,0.027788481000015963,4566
30,2,8,4,0.015081226999996034,2266
40,2,12,12,0.07583380599999145,10488
40,2,12,8,0.05092344000001958,6960
40,2,12,4,0.027459303000000546,3596
40,2,8,8,0.04826820800008136,5044
40,2,8,4,0.026222141999937776,2566
50,2,12,12,0.11621950400001424,11592
50,2,12,8,0.08047172599992791,7886
50,2,12,4,0.042828684999904,3920
50,2,8,8,0.0769841159999487,5586
50,2,8,4,0.04158194100000401,2800
60,2,12,12,0.17349963300000582,12646
60,2,12,8,0.11477717899992967,8408
60,2,12,4,0.06205752800008213,4332
60,2,8,8,0.11024343499991573,5796
60,2,8,4,0.06196217800004433,3012
70,2,12,12,0.2287323059999835,13070
70,2,12,8,0.15590274999999565,8784
70,2,12,4,0.08267913700001372,4426
70,2,8,8,0.15121702400006143,5976
70,2,8,4,0.0808795599999712,3020
80,2,12,12,0.30278587999998763,13808
80,2,12,8,0.21131036000008407,9452
80,2,12,4,0.11013885800002754,4754
80,2,8,8,0.20341841000004024,6404
80,2,8,4,0.10779500799992547,3242
90,2,12,12,0.3853541639999776,14130
90,2,12,8,0.26019419199997174,9486
90,2,12,4,0.13693867200004206,4806
90,2,8,8,0.25420717200006493,6420
90,2,8,4,0.1382590360000222,3258
100,2,12,12,0.48536518200000955,14782
100,2,12,8,0.32442383099999006,9732
100,2,12,4,0.1749266560000251,5062
100,2,8,8,0.3186522129999503,6612
100,2,8,4,0.17716338100001394,3444
200,2,12,12,2.1813369960000273,17090
200,2,12,8,1.4742407810000486,11552
200,2,12,4,0.7988838759999908,6008
200,2,8,8,1.5180989689999933,7768
200,2,8,4,0.8420659659999501,4072
300,2,12,12,5.234904692999976,18516
300,2,12,8,3.5202682379999715,12444
300,2,12,4,1.8990057029999434,6372
300,2,8,8,3.6945627500000455,8396
300,2,8,4,2.140602231999992,4348
400,2,12,12,9.681572169999981,19408
400,2,12,8,6.689489807999962,13072
400,2,12,4,3.5685334959999864,6736
400,2,8,8,7.330388427000003,8848
400,2,8,4,4.066570299999967,4624
500,2,12,12,15.726727902999983,20300
500,2,12,8,11.188920963999976,13700
500,2,12,4,6.1703827660001025,7100
500,2,8,8,12.556995929999971,9300
500,2,8,4,6.962429946000043,4900
10,2,12,12,0.0050279779999300445,3424
10,2,12,8,0.003435976999980994,2284
10,2,12,4,0.0021406839999826843,1182
10,2,8,8,0.0032869220000293353,1986
10,2,8,4,0.00206922500001383,980
20,2,12,12,0.018233821000080752,6484
20,2,12,8,0.012686558999916997,4418
20,2,12,4,0.007098062999943977,2214
20,2,8,8,0.012163009000005331,3592
20,2,8,4,0.006867510000006405,1770
30,2,12,12,0.04165213200008111,8892
30,2,12,8,0.02918088199999147,6160
30,2,12,4,0.015861938999933045,3128
30,2,8,8,0.02763504900008229,4492
30,2,8,4,0.015071970999997575,2274
40,2,12,12,0.07543958600001588,10642
40,2,12,8,0.05113326100001814,7092
40,2,12,4,0.02739244500003224,3550
40,2,8,8,0.04869359999997869,5164
40,2,8,4,0.026604194000015013,2560
50,2,12,12,0.11578861100008453,11500
50,2,12,8,0.08057530800010682,7852
50,2,12,4,0.04240135100008047,3972
50,2,8,8,0.07568040700004985,5562
50,2,8,4,0.04105136800001219,2800
60,2,12,12,0.17154399799994735,12692
60,2,12,8,0.11348063399998409,8396
60,2,12,4,0.0624710669999331,4388
60,2,8,8,0.10931853500005673,5778
60,2,8,4,0.061475804999986394,2998
70,2,12,12,0.2274353919999612,13182
70,2,12,8,0.1537578190000204,8766
70,2,12,4,0.08160474800001793,4370
70,2,8,8,0.15048434000004818,6030
70,2,8,4,0.07968258899995817,3056
80,2,12,12,0.3000045339999815,13814
80,2,12,8,0.20896277200006352,9372
80,2,12,4,0.10885052499997983,4730
80,2,8,8,0.2022353679999469,6398
80,2,8,4,0.10845687900007306,3242
90,2,12,12,0.3834915889999593,14208
90,2,12,8,0.2582805060000055,9512
90,2,12,4,0.13561785500007772,4782
90,2,8,8,0.25208508100001836,6420
90,2,8,4,0.137946090000014,3258
100,2,12,12,0.4814854369999466,14730
100,2,12,8,0.3217746159999706,9772
100,2,12,4,0.17314493300000322,5074
100,2,8,8,0.31817787499994665,6612
100,2,8,4,0.1741928620000408,3432
200,2,12,12,2.153187834999926,17096
200,2,12,8,1.4768082030000187,11552
200,2,12,4,0.7983231859999478,6008
200,2,8,8,1.5169664930000408,7768
200,2,8,4,0.8385913279998931,4072
300,2,12,12,5.190966768999942,18516
300,2,12,8,3.504885401000024,12444
300,2,12,4,1.8854057800000419,6372
300,2,8,8,3.700472594999951,8396
300,2,8,4,2.1131708699999763,4348
400,2,12,12,9.760639124000022,19408
400,2,12,8,6.597352769000054,13072
400,2,12,4,3.5988233260000015,6736
400,2,8,8,6.732278569999949,8848
400,2,8,4,4.124802722000027,4624
500,2,12,12,15.594425641000043,20300
500,2,12,8,10.690822292000007,13700
500,2,12,4,6.11735305600007,7100
500,2,8,8,12.208742457000085,9300
500,2,8,4,7.219585893000044,4900
10,2,12,12,0.004729410999971151,3278
10,2,12,8,0.003357277999953112,2274
10,2,12,4,0.0020883769999500146,1206
10,2,8,8,0.0032284620000382347,2034
10,2,8,4,0.0020636540000396053,1122
20,2,12,12,0.018012723999959235,6620
20,2,12,8,0.012440523999998732,4458
20,2,12,4,0.00696336800001518,2206
20,2,8,8,0.011939642000015738,3486
20,2,8,4,0.006712339999921824,1754
30,2,12,12,0.040856318000010106,8910
30,2,12,8,0.028776176999940617,6152
30,2,12,4,0.015596688999949038,3084
30,2,8,8,0.0272924560000547,4488
30,2,8,4,0.01491619700004776,2304
40,2,12,12,0.07409300899996651,10576
40,2,12,8,0.05025349599998208,6994
40,2,12,4,0.027065955000011854,3556
40,2,8,8,0.04792983300001197,5076
40,2,8,4,0.02624338499992973,2566
50,2,12,12,0.11476192600002832,11592
50,2,12,8,0.07949611000003642,7830
50,2,12,4,0.04225035100000696,3962
50,2,8,8,0.07662558999993507,5562
50,2,8,4,0.04239288700000543,2860
60,2,12,12,0.17104041599998254,12626
60,2,12,8,0.11381348600002639,8380
60,2,12,4,0.062044787999980144,4396
60,2,8,8,0.10947480700008327,5826
60,2,8,4,0.06065521200002877,2998
70,2,12,12,0.2279723079999485,13142
70,2,12,8,0.15502915599995504,8760
70,2,12,4,0.08203976799995871,4364
70,2,8,8,0.15097905200002515,6018
70,2,8,4,0.07994537399997625,3050
80,2,12,12,0.30287208400000054,13764
80,2,12,8,0.21006300900000952,9412
80,2,12,4,0.10951288199998999,4748
80,2,8,8,0.20363606199998685,6392
80,2,8,4,0.10756697599993004,3248
90,2,12,12,0.38182301899996673,14160
90,2,12,8,0.2590912890000254,9516
90,2,12,4,0.13595981299999949,4776
90,2,8,8,0.25422976099991956,6420
90,2,8,4,0.13786671100001513,3246
100,2,12,12,0.4788221239999757,14782
100,2,12,8,0.32255047099999956,9832
100,2,12,4,0.17375728600006823,5074
100,2,8,8,0.3171589749999839,6600
100,2,8,4,0.17404967200002375,3444
200,2,12,12,2.1684094800000366,17096
200,2,12,8,1.4854789479999226,11552
200,2,12,4,0.795943497000053,6008
200,2,8,8,1.516618292999965,7768
200,2,8,4,0.8386960200000431,4072
300,2,12,12,5.1737557329998936,18516
300,2,12,8,3.5007492789999333,12444
300,2,12,4,1.8752553950000674,6372
300,2,8,8,3.713288577000071,8396
300,2,8,4,2.0343608619999713,4348
400,2,12,12,9.630140744000073,19408
400,2,12,8,6.674183016999905,13072
400,2,12,4,3.4629031990000385,6736
400,2,8,8,7.319383868999921,8848
400,2,8,4,4.818697748999966,4624
500,2,12,12,15.768531029999963,20300
500,2,12,8,11.07596254100008,13700
500,2,12,4,6.928852645999996,7100
500,2,8,8,13.404070281000031,9300
500,2,8,4,7.703786776000015,4900
10,2,12,12,0.004769871000007697,3458
10,2,12,8,0.0033847180000066146,2286
10,2,12,4,0.0021265530000391664,1234
10,2,8,8,0.003235068999970281,1998
10,2,8,4,0.0020727470000565518,1036
20,2,12,12,0.017936102000021492,6532
20,2,12,8,0.012413225999921451,4394
20,2,12,4,0.007001416000093741,2266
20,2,8,8,0.011912361999975474,3494
20,2,8,4,0.0067154089999803546,1740
30,2,12,12,0.04091051199998219,8850
30,2,12,8,0.02854956700002731,5936
30,2,12,4,0.015484194000009666,3040
30,2,8,8,0.027395638000029976,4508
30,2,8,4,0.014905512000041199,2284
40,2,12,12,0.07524730299996918,10468
40,2,12,8,0.05039917300007346,7026
40,2,12,4,0.027077933999976267,3602
40,2,8,8,0.0479337360000045,5100
40,2,8,4,0.026395436000029804,2566
50,2,12,12,0.11485582600005273,11640
50,2,12,8,0.07957396999995581,7892
50,2,12,4,0.04244459400001688,3980
50,2,8,8,0.07669992099999945,5598
50,2,8,4,0.04084487900001932,2794
60,2,12,12,0.17139693600006467,12526
60,2,12,8,0.11375017199998183,8422
60,2,12,4,0.061632862999999816,4380
60,2,8,8,0.11057951800000865,5814
60,2,8,4,0.06058233700002802,3010
70,2,12,12,0.22733592700001282,13134
70,2,12,8,0.1544931060000181,8736
70,2,12,4,0.08238698200000272,4458
70,2,8,8,0.14982928400002038,6000
70,2,8,4,0.08006720200000927,3044
80,2,12,12,0.3026072259999637,13814
80,2,12,8,0.20897682300005727,9406
80,2,12,4,0.109816796999894,4772
80,2,8,8,0.20232364799994684,6398
80,2,8,4,0.10745590000010452,3236
90,2,12,12,0.38312611899982585,14178
90,2,12,8,0.2583558900000753,9456
90,2,12,4,0.13597979900009705,4776
90,2,8,8,0.25291798100010965,6426
90,2,8,4,0.13624762800009194,3246
100,2,12,12,0.48159194100003333,14758
100,2,12,8,0.32331073499995,9772
100,2,12,4,0.17358983899998748,5074
100,2,8,8,0.3173883960000694,6612
100,2,8,4,0.1735721149998426,3438
200,2,12,12,2.1744268120000925,17096
200,2,12,8,1.4728031870001814,11552
200,2,12,4,0.7918507039998985,6008
200,2,8,8,1.4986186180001368,7768
200,2,8,4,0.8311333700000887,4072
300,2,12,12,5.187664196000014,18516
300,2,12,8,3.5312437150000733,12444
300,2,12,4,1.8835280130001593,6372
300,2,8,8,3.675216047000049,8396
300,2,8,4,2.0083999700000277,4348
400,2,12,12,9.604161589000114,19408
400,2,12,8,6.612614485999984,13072
400,2,12,4,3.7196699920000356,6736
400,2,8,8,6.98692873899995,8848
400,2,8,4,3.958223149999867,4624
500,2,12,12,15.69420494699989,20300
500,2,12,8,11.05718317700007,13700
500,2,12,4,6.021742296000184,7100
500,2,8,8,12.24760690900007,9300
500,2,8,4,7.009730954000133,4900
10,4,12,12,0.009770289000016419,7500
10,4,12,8,0.007007444999999279,5126
10,4,12,4,0.004454649999843241,2694
10,4,8,8,0.006710415000043213,4368
