n,f,c,d,time,sched_len
300,18,12,12,47.48437358600131,394412
300,18,12,8,34.557231429997046,263160
300,18,12,4,29.21112947599977,131760
300,18,8,8,68.53216296000028,182922
300,18,8,4,68.2635539690018,91674
400,20,12,12,110.01564838099875,465210
400,20,12,8,95.06477759700283,310688
400,20,12,4,89.96164091199898,155556
400,20,8,8,238.05006345699803,210966
400,20,8,4,255.986867738,105820
500,23,12,12,249.17570011799762,564190
500,23,12,8,212.52110389799782,376180
500,23,12,4,278.9927773039999,188396
500,23,8,8,673.4440164539992,256580
500,23,8,4,1194.8226510720015,128688
50,8,12,12,0.4696452410025813,62558
50,8,12,8,0.33100519299841835,42780
50,8,12,4,0.18539941899871337,21412
50,8,8,8,0.3171312599988596,32378
50,8,8,4,0.17410275300062494,16210
100,10,12,12,2.6260036650019174,137810
100,10,12,8,1.7938789450017794,90988
100,10,12,4,1.012471779002226,46954
100,10,8,8,1.766555234000407,64682
100,10,8,4,1.0328125249980076,33134
