n,f,c,d,time,sched_len
60,2,12,8,0.14574873599997318,8312
60,2,12,4,0.07978659299999435,4334
60,2,8,8,0.14124908200005848,5814
60,2,8,4,0.07744429899992156,3016
70,2,12,12,0.2920753870000681,13132
70,2,12,8,0.19824334099996577,8782
70,2,12,4,0.1051061570000229,4464
70,2,8,8,0.19311181400007627,6030
70,2,8,4,0.10232020199998715,3038
80,2,12,12,0.39328529400006573,13750
80,2,12,8,0.27037037699994926,9464
80,2,12,4,0.14202510000006896,4748
80,2,8,8,0.2612185730000647,6386
80,2,8,4,0.1395602879999842,3248
90,2,12,12,0.48743349299991223,14124
90,2,12,8,0.32978858700005276,9444
90,2,12,4,0.17455572599999414,4788
90,2,8,8,0.3211487120000811,6426
90,2,8,4,0.17303963300003034,3258
100,2,12,12,0.6120431109999345,14770
100,2,12,8,0.4120108070000015,9820
100,2,12,4,0.2212250979999908,5092
100,2,8,8,0.4050310799999579,6594
100,2,8,4,0.22084808600004635,3444
200,2,12,12,2.7102525909999713,17096
200,2,12,8,1.8504791130000058,11552
200,2,12,4,1.0069515489999503,6008
200,2,8,8,1.8968691039999612,7768
200,2,8,4,1.048417671999914,4072
300,2,12,12,6.453529392000064,18516
300,2,12,8,4.40845833700007,12444
300,2,12,4,2.368636551999998,6372
300,2,8,8,4.6696629649999295,8396
300,2,8,4,2.503744345999962,4348
400,2,12,12,12.121711378999976,19408
400,2,12,8,8.399620144000096,13072
400,2,12,4,4.581606790999899,6736
400,2,8,8,8.927173099000015,8848
400,2,8,4,5.374847813999963,4624
500,2,12,12,19.67203109700006,20300
500,2,12,8,13.547269561999997,13700
500,2,12,4,7.035151659000007,7100
500,2,8,8,15.417463859999998,9300
500,2,8,4,8.589173255999981,4900
10,2,12,12,0.006807864999927915,3416
10,2,12,8,0.004785349000030692,2296
10,2,12,4,0.003168717999983528,1238
10,2,8,8,0.004670777999990605,1984
10,2,8,4,0.0030734570000277017,1058
20,2,12,12,0.02438560799998868,6718
20,2,12,8,0.016546821000019918,4444
20,2,12,4,0.00936294000007365,2190
20,2,8,8,0.01577245100008895,3446
20,2,8,4,0.009097276000034071,1774
30,2,12,12,0.05334202599999571,8820
30,2,12,8,0.037423157000034735,6026
30,2,12,4,0.020653229999993528,3166
30,2,8,8,0.03581988000007641,4532
30,2,8,4,0.019541756999956306,2280
40,2,12,12,0.09627870799999982,10504
40,2,12,8,0.0660139630000458,7056
40,2,12,4,0.03523479500006488,3576
40,2,8,8,0.06267154299996491,5036
40,2,8,4,0.03430568500004938,2584
50,2,12,12,0.14815032399997108,11518
50,2,12,8,0.10317421499996726,7892
50,2,12,4,0.05481758199994147,3956
50,2,8,8,0.09905755399995542,5592
50,2,8,4,0.053090369000074134,2784
60,2,12,12,0.21849970100004157,12676
60,2,12,8,0.14497802500000034,8394
60,2,12,4,0.07904515400002765,4362
60,2,8,8,0.14093677500000013,5798
60,2,8,4,0.07704418600008012,3016
70,2,12,12,0.2893509749999339,13090
70,2,12,8,0.19649693400003798,8760
70,2,12,4,0.10450836499990146,4424
70,2,8,8,0.19065137899997353,6018
70,2,8,4,0.10216906300001938,3056
80,2,12,12,0.389143200000035,13788
80,2,12,8,0.27033946900007777,9326
80,2,12,4,0.1416817939999646,4750
80,2,8,8,0.2614713610000763,6398
80,2,8,4,0.1398195010000336,3230
90,2,12,12,0.48710975500000586,14184
90,2,12,8,0.329051058999994,9480
90,2,12,4,0.1730220100000679,4770
90,2,8,8,0.32172551500002555,6408
90,2,8,4,0.17527199199992083,3258
100,2,12,12,0.6179025469999715,14716
100,2,12,8,0.41537233999997625,9778
100,2,12,4,0.2230330720000211,5092
100,2,8,8,0.4069155070000079,6588
100,2,8,4,0.2227344829999538,3444
200,2,12,12,2.730023525999968,17090
200,2,12,8,1.8479831920000152,11552
200,2,12,4,1.002226749999977,6008
200,2,8,8,1.8927284589999545,7768
200,2,8,4,1.0500495720000345,4072
300,2,12,12,6.523461182999995,18516
300,2,12,8,4.403427877000013,12444
300,2,12,4,2.3723413149999715,6372
300,2,8,8,4.64414944300006,8396
300,2,8,4,2.5404046700000436,4348
400,2,12,12,12.096284201999993,19408
400,2,12,8,8.282367554999837,13072
400,2,12,4,4.500922012000046,6736
400,2,8,8,8.637590628999988,8848
400,2,8,4,6.169901578999998,4624
500,2,12,12,19.56759399700013,20300
500,2,12,8,13.665115681000088,13700
500,2,12,4,7.716010926000081,7100
500,2,8,8,15.490827888000013,9300
500,2,8,4,9.006836007999937,4900
10,2,12,12,0.006814183000187768,3324
10,2,12,8,0.004840477999778159,2396
10,2,12,4,0.003141546000051676,1172
10,2,8,8,0.004760127000054126,2034
10,2,8,4,0.003030083000112427,1082
20,2,12,12,0.02426444699995045,6542
20,2,12,8,0.016543674000104147,4426
20,2,12,4,0.009370311000111542,2236
20,2,8,8,0.015829416999849855,3436
20,2,8,4,0.009119585000007646,1806
30,2,12,12,0.053382557999839264,8884
30,2,12,8,0.03762465900013012,6008
30,2,12,4,0.020490848000008555,3104
30,2,8,8,0.035528348000070764,4500
30,2,8,4,0.019687726000029215,2300
40,2,12,12,0.096383127000081,10540
40,2,12,8,0.06561403099999552,7070
40,2,12,4,0.03520997800001169,3578
40,2,8,8,0.0627321720000964,5118
40,2,8,4,0.03452910399983011,2552
50,2,12,12,0.14859903100000338,11600
50,2,12,8,0.10308131900001172,7854
50,2,12,4,0.05434976099991218,3954
50,2,8,8,0.0996181279999746,5546
50,2,8,4,0.05347166699993977,2796
60,2,12,12,0.21782082799995806,12610
60,2,12,8,0.14494914500005507,8362
60,2,12,4,0.07881963299996642,4354
60,2,8,8,0.14021923299992523,5820
60,2,8,4,0.07769773899985921,3022
70,2,12,12,0.29243279299998903,13256
70,2,12,8,0.19820918300001722,8822
70,2,12,4,0.1050743880000482,4410
70,2,8,8,0.19206571100016845,6024
70,2,8,4,0.10272020799993697,3038
80,2,12,12,0.38947534399994765,13820
80,2,12,8,0.2695083700000396,9364
80,2,12,4,0.14143600000011247,4748
80,2,8,8,0.25956466899992847,6404
80,2,8,4,0.13842251599999145,3242
90,2,12,12,0.48629760999983773,14178
90,2,12,8,0.3306380439998975,9516
90,2,12,4,0.17381600699991395,4758
90,2,8,8,0.32242632600014076,6420
90,2,8,4,0.17253527200000462,3258
100,2,12,12,0.6122017079999296,14764
100,2,12,8,0.41218955699991966,9802
100,2,12,4,0.2213884110001345,5092
100,2,8,8,0.40781048400003783,6600
100,2,8,4,0.22138430900008643,3432
200,2,12,12,2.7330513490001067,17096
200,2,12,8,1.868381374000137,11552
200,2,12,4,1.0108422289999908,6008
200,2,8,8,1.8964951630000542,7768
200,2,8,4,1.0430685139999696,4072
300,2,12,12,6.450999465999985,18516
300,2,12,8,4.375074412000004,12444
300,2,12,4,2.3196494179999263,6372
300,2,8,8,4.576698972000031,8396
300,2,8,4,2.477016115999959,4348
400,2,12,12,12.153147184999852,19408
400,2,12,8,8.279335762000073,13072
400,2,12,4,4.398463295000056,6736
400,2,8,8,8.845535299999938,8848
400,2,8,4,5.062101348999931,4624
500,2,12,12,19.489415589999908,20300
500,2,12,8,13.727659103000178,13700
500,2,12,4,7.1579778980001265,7100
500,2,8,8,16.071871928000064,9300
500,2,8,4,9.526862020999943,4900
10,2,12,12,0.007165751000002274,3342
10,2,12,8,0.004741651999893293,2212
10,2,12,4,0.0032014079999953537,1262
10,2,8,8,0.004655233999983466,2012
10,2,8,4,0.003000931000087803,996
20,2,12,12,0.024210734000007506,6570
20,2,12,8,0.0164387549998537,4406
20,2,12,4,0.009408010000015565,2252
20,2,8,8,0.015764998000122432,3498
20,2,8,4,0.009026007999864305,1690
30,2,12,12,0.053185341000016706,8758
30,2,12,8,0.0375770119999288,6098
30,2,12,4,0.020425139999815656,2978
30,2,8,8,0.03570336600000701,4494
30,2,8,4,0.019656689999919763,2296
40,2,12,12,0.09624747499992736,10540
40,2,12,8,0.0657403489999524,6992
40,2,12,4,0.0351737729999968,3508
40,2,8,8,0.06288312600008794,5068
40,2,8,4,0.03425592999997207,2568
50,2,12,12,0.1485862189999807,11568
50,2,12,8,0.1028294109999024,7922
50,2,12,4,0.054655421000006754,3946
50,2,8,8,0.09936846699997659,5544
50,2,8,4,0.05313521499988383,2806
60,2,12,12,0.2185945440000978,12712
60,2,12,8,0.14544412200007173,8362
60,2,12,4,0.07921474899990244,4382
60,2,8,8,0.14053057499995703,5814
60,2,8,4,0.07744482399994013,2992
70,2,12,12,0.29067743300015536,13156
70,2,12,8,0.19872935700004746,8772
70,2,12,4,0.10481858299999658,4390
70,2,8,8,0.19220822100010082,6036
70,2,8,4,0.10260746699987067,3050
80,2,12,12,0.38884281600007853,13838
80,2,12,8,0.2706114120001075,9338
80,2,12,4,0.14202988199986066,4762
80,2,8,8,0.26196280799990745,6386
80,2,8,4,0.13870263800004068,3236
90,2,12,12,0.48812069099994915,14190
90,2,12,8,0.33202656200001,9438
90,2,12,4,0.17466141099998822,4812
90,2,8,8,0.32180066299997634,6408
90,2,8,4,0.17297366399998282,3246
100,2,12,12,0.6154899170001045,14736
100,2,12,8,0.41136810900002274,9744
100,2,12,4,0.22192788699999255,5074
100,2,8,8,0.40509236200000487,6600
100,2,8,4,0.22246279599994523,3444
200,2,12,12,2.7232728270000734,17096
200,2,12,8,1.8519768710000335,11552
200,2,12,4,0.9976658890000181,6008
200,2,8,8,1.8845216320000873,7768
200,2,8,4,1.0469701619999796,4072
300,2,12,12,6.462144339000133,18516
300,2,12,8,4.384710661999861,12444
300,2,12,4,2.3438110429999597,6372
300,2,8,8,4.770982021999998,8396
300,2,8,4,2.5457641479999893,4348
400,2,12,12,12.257960707000166,19408
400,2,12,8,8.292014289999997,13072
400,2,12,4,4.392675500999985,6736
400,2,8,8,9.27642357600007,8848
400,2,8,4,5.540255478000063,4624
500,2,12,12,20.385036967999895,20300
500,2,12,8,13.82412323099993,13700
500,2,12,4,7.543507284999805,7100
500,2,8,8,15.759080339999855,9300
500,2,8,4,9.102783145999865,4900
10,4,12,12,0.013788018000013835,7222
10,4,12,8,0.009999378999964392,4994
10,4,12,4,0.006557876999977452,2666
10,4,8,8,0.009825769999906697,4490
