n,f,c,d,time,sched_len
10,4,8,4,0.00646285099992383,2362
20,4,12,12,0.05024319399990418,14914
20,4,12,8,0.03499304799993297,10126
20,4,12,4,0.0203117440000824,5026
20,4,8,8,0.03392502399992736,8084
20,4,8,4,0.019702685000083875,4188
30,4,12,12,0.11456495700008418,21032
30,4,12,8,0.08056489199998396,13948
30,4,12,4,0.044679676999976436,7256
30,4,8,8,0.077484314000003,11066
30,4,8,4,0.042984412999885535,5572
40,4,12,12,0.20736657000020386,25724
40,4,12,8,0.1418676589998995,16898
40,4,12,4,0.07755486100018061,8554
40,4,8,8,0.13735124499999074,12936
40,4,8,4,0.07383299299999635,6468
50,4,12,12,0.3197328149999521,28870
50,4,12,8,0.2229418760000499,19526
50,4,12,4,0.12036049499988621,9850
50,4,8,8,0.21454646500001218,14532
50,4,8,4,0.11736271199993098,7274
60,4,12,12,0.4689423470001657,32120
60,4,12,8,0.316296561000172,21288
60,4,12,4,0.17292889400005151,10986
60,4,8,8,0.3028564109999934,15330
60,4,8,4,0.16816056800007573,7904
70,4,12,12,0.6298925149999377,33816
70,4,12,8,0.43357311799991294,22810
70,4,12,4,0.23006502099997306,11382
70,4,8,8,0.41392261199985114,16068
70,4,8,4,0.22054352600002858,8044
80,4,12,12,0.8478175149998606,36376
80,4,12,8,0.5896529530000407,24660
80,4,12,4,0.3150403329998426,12410
80,4,8,8,0.564648188999854,17358
80,4,8,4,0.30322402100000545,8724
90,4,12,12,1.048542444999839,37548
90,4,12,8,0.7134721979998631,25130
90,4,12,4,0.3801776540001356,12598
90,4,8,8,0.6882884579999882,17560
90,4,8,4,0.36859191200005625,8856
100,4,12,12,1.3270775720000074,39746
100,4,12,8,0.9014945330000046,26184
100,4,12,4,0.4878034429998479,13550
100,4,8,8,0.8657841480001025,18172
100,4,8,4,0.4725419129999864,9392
200,4,12,12,5.65921143599985,47546
200,4,12,8,3.8755764350000845,32036
200,4,12,4,2.092163181999922,16484
200,4,8,8,3.8207119159999365,21504
200,4,8,4,2.412405017000083,11094
300,4,12,12,13.26277463700012,51594
300,4,12,8,9.29544866099991,34512
300,4,12,4,5.334867970000005,17406
300,4,8,8,13.448595785999942,23116
300,4,8,4,11.551519339999913,11708
400,4,12,12,27.947357894999868,53968
400,4,12,8,20.37164123299999,36106
400,4,12,4,14.491685208000035,18256
400,4,8,8,41.95594836000009,24208
400,4,8,4,37.303805839999995,12304
500,4,12,12,55.0835153139999,56300
500,4,12,8,40.43965740600015,37700
500,4,12,4,35.80753548100006,19100
500,4,8,8,94.66822962100014,25300
500,4,8,4,99.60897364599987,12900
10,4,12,12,0.01390708300004917,7440
10,4,12,8,0.009949484000117081,5016
10,4,12,4,0.006502298999976119,2662
10,4,8,8,0.009601238999948691,4414
10,4,8,4,0.006354495999858045,2326
20,4,12,12,0.05021759100009149,15064
20,4,12,8,0.03456441100001939,9882
20,4,12,4,0.020110908999868116,4886
20,4,8,8,0.0338052530000823,8282
20,4,8,4,0.019639113000039288,4052
30,4,12,12,0.11367618400004176,20798
30,4,12,8,0.08028792799996154,14232
30,4,12,4,0.04612368499988406,7258
30,4,8,8,0.07678812299991478,11124
30,4,8,4,0.04278038300003573,5626
40,4,12,12,0.20735692199991718,25614
40,4,12,8,0.14185031800002434,17152
40,4,12,4,0.07723802200007412,8582
40,4,8,8,0.13606395800002247,13004
40,4,8,4,0.07437857800005077,6488
50,4,12,12,0.32051804200000333,28666
50,4,12,8,0.22367680199999995,19642
50,4,12,4,0.12266789000000244,9894
50,4,8,8,0.21528638900008445,14578
50,4,8,4,0.11750238100012211,7310
60,4,12,12,0.4681476590001239,32416
60,4,12,8,0.3165270340000461,21274
60,4,12,4,0.17380202300000747,11086
60,4,8,8,0.30568995499993434,15366
60,4,8,4,0.16744492199995875,7960
70,4,12,12,0.6299702420001267,33942
70,4,12,8,0.42911592899986317,22820
70,4,12,4,0.22966358999997283,11406
70,4,8,8,0.4141143099998317,16096
70,4,8,4,0.22121050300006573,8098
80,4,12,12,0.8422415750001164,36090
80,4,12,8,0.5841048639999826,24564
80,4,12,4,0.31319474700012506,12410
80,4,8,8,0.5640872609999406,17326
80,4,8,4,0.3009928349999882,8742
90,4,12,12,1.062646180999991,37630
90,4,12,8,0.7203019040000527,25058
90,4,12,4,0.3783483069998965,12518
90,4,8,8,0.6854889440000989,17518
90,4,8,4,0.36803469899996344,8828
100,4,12,12,1.3352832849998322,39454
100,4,12,8,0.9001120959999298,26240
100,4,12,4,0.489239821999945,13580
100,4,8,8,0.8608257130001675,18172
100,4,8,4,0.470668071000091,9356
200,4,12,12,5.716106826999976,47582
200,4,12,8,3.8929414140000063,32006
200,4,12,4,2.0763999949999743,16466
200,4,8,8,3.847505329000114,21522
200,4,8,4,2.4994250629999897,11094
300,4,12,12,13.272038111000029,51612
300,4,12,8,9.142372053999907,34488
300,4,12,4,5.383485784999948,17400
300,4,8,8,13.699637688999928,23116
300,4,8,4,9.484211189000007,11708
400,4,12,12,29.65793001599991,53968
400,4,12,8,20.517845706000116,36112
400,4,12,4,13.93496498400009,18256
400,4,8,8,37.18819709800027,24208
400,4,8,4,38.94968554299976,12304
500,4,12,12,52.65072968300001,56294
500,4,12,8,43.338520660000086,37700
500,4,12,4,36.880510641,19100
500,4,8,8,94.99052752699981,25300
500,4,8,4,81.6279847210003,12900
10,4,12,12,0.013705134999781876,7580
10,4,12,8,0.010003821999816864,5066
10,4,12,4,0.006596442000045499,2592
10,4,8,8,0.009647206999943592,4478
10,4,8,4,0.006451307000133966,2474
20,4,12,12,0.05073405500024819,15302
20,4,12,8,0.03500418900011937,9880
20,4,12,4,0.020256388999769115,4886
20,4,8,8,0.03392188799989526,8268
20,4,8,4,0.019693141000061587,4082
30,4,12,12,0.11460407899994607,21064
30,4,12,8,0.0810107600000265,14146
30,4,12,4,0.04466141199964113,7172
30,4,8,8,0.07737716300016473,11164
30,4,8,4,0.04344283099999302,5620
40,4,12,12,0.20715997900015282,25654
40,4,12,8,0.14203903599991463,17116
40,4,12,4,0.0773752259997309,8564
40,4,8,8,0.13671009400013645,13036
40,4,8,4,0.07702289899998505,6520
50,4,12,12,0.32158673799995086,28880
50,4,12,8,0.22548355400022047,19708
50,4,12,4,0.12125637600001937,9950
50,4,8,8,0.21535128300001816,14432
50,4,8,4,0.1171998380000332,7232
60,4,12,12,0.4705268170000636,32284
60,4,12,8,0.32275344500021674,21156
60,4,12,4,0.17609586399976251,11026
60,4,8,8,0.3076964870001575,15352
60,4,8,4,0.1694145030000982,7920
70,4,12,12,0.6373878370000057,34016
70,4,12,8,0.43374779199984914,22652
70,4,12,4,0.23052333200030262,11356
70,4,8,8,0.4143793920002281,16126
70,4,8,4,0.22127870299982533,8150
80,4,12,12,0.8427975390000029,36242
80,4,12,8,0.5846540919997096,24658
80,4,12,4,0.3115218799998729,12556
80,4,8,8,0.5570708589998503,17358
80,4,8,4,0.29863774999967063,8746
90,4,12,12,1.0549110330002804,37778
90,4,12,8,0.7157016399996792,25042
90,4,12,4,0.3793227080000179,12698
90,4,8,8,0.6853598909997345,17522
90,4,8,4,0.36854759900006684,8776
100,4,12,12,1.3195497209999303,39488
100,4,12,8,0.8987953070000003,26140
100,4,12,4,0.4852041190001728,13426
100,4,8,8,0.8636926690001019,18194
100,4,8,4,0.47406609600011507,9368
200,4,12,12,5.657481451999956,47534
200,4,12,8,3.8905938349998905,31954
200,4,12,4,2.0640697519997957,16508
200,4,8,8,3.9265261790001205,21516
200,4,8,4,2.3320313079998414,11112
300,4,12,12,13.250010739000118,51612
300,4,12,8,9.350311787999999,34506
300,4,12,4,5.2283951510003135,17394
300,4,8,8,13.815930442999615,23116
300,4,8,4,9.994035326999892,11702
400,4,12,12,30.1490230469999,53968
400,4,12,8,21.211124678000033,36106
400,4,12,4,16.154440710000017,18256
400,4,8,8,41.387368786000025,24208
400,4,8,4,32.37507941900003,12304
500,4,12,12,51.40214503700008,56300
500,4,12,8,45.46157695200009,37700
500,4,12,4,36.24558170399996,19100
500,4,8,8,104.86570947799964,25300
500,4,8,4,109.61233025400043,12900
10,4,12,12,0.013754505000179051,7340
10,4,12,8,0.009924579000198719,4890
10,4,12,4,0.006596826000077272,2626
10,4,8,8,0.009622967000268545,4372
10,4,8,4,0.006461709000177507,2400
20,4,12,12,0.050703794000128255,15036
20,4,12,8,0.03484434800020608,10028
20,4,12,4,0.020403528999850096,5012
20,4,8,8,0.0339961120002954,8130
20,4,8,4,0.019826096000088,4088
30,4,12,12,0.11434166300023207,20798
30,4,12,8,0.08045906899997135,14280
30,4,12,4,0.044459925000410294,7086
30,4,8,8,0.07921372800001336,11018
30,4,8,4,0.04310560300018551,5626
40,4,12,12,0.20610738999994282,25610
40,4,12,8,0.14167999899973438,17060
40,4,12,4,0.07714255699966088,8640
40,4,8,8,0.13546791299995675,12840
40,4,8,4,0.07488129800003662,6488
50,4,12,12,0.3218535080000038,29026
50,4,12,8,0.22449484800017672,19608
50,4,12,4,0.12152181400006157,9744
50,4,8,8,0.218049627000255,14392
50,4,8,4,0.11817923100034022,7260
60,4,12,12,0.4728968619997431,32166
60,4,12,8,0.3196915670000635,21286
60,4,12,4,0.17560236400004214,10978
60,4,8,8,0.3068241659998421,15410
60,4,8,4,0.17050560999996378,8014
70,4,12,12,0.6287069869999868,33920
70,4,12,8,0.42831096000008984,22588
70,4,12,4,0.22826601700035098,11324
70,4,8,8,0.41303800100013177,16198
70,4,8,4,0.22502872199993362,8156
80,4,12,12,0.8502344610001273,35950
80,4,12,8,0.5895970579999812,24706
80,4,12,4,0.31127168800003346,12298
80,4,8,8,0.5687106949999361,17368
80,4,8,4,0.30338048400017215,8818
90,4,12,12,1.0632194239997261,37578
90,4,12,8,0.7266862260003109,25078
90,4,12,4,0.3861640059999445,12528
90,4,8,8,0.7009145829997578,17560
90,4,8,4,0.3753114649998679,8806
100,4,12,12,1.3282117409999046,39604
100,4,12,8,0.8887509650003267,26286
100,4,12,4,0.4830658979999498,13508
100,4,8,8,0.8558361959999274,18130
100,4,8,4,0.4703665900001397,9302
200,4,12,12,5.686266189999969,47510
200,4,12,8,3.854816289000155,31982
200,4,12,4,2.0732751340001414,16502
200,4,8,8,3.901347262999934,21516
200,4,8,4,2.428145303999827,11106
300,4,12,12,13.35278532700022,51612
300,4,12,8,9.112623026000165,34482
300,4,12,4,5.3077124880001065,17406
300,4,8,8,13.54009893400007,23116
300,4,8,4,9.789939765999861,11708
400,4,12,12,27.943700612000157,53968
400,4,12,8,21.826891694000096,36112
400,4,12,4,16.527116917999592,18256
400,4,8,8,40.77777892599988,24208
400,4,8,4,36.4724953140003,12304
500,4,12,12,54.21423958000014,56294
500,4,12,8,40.10721925100006,37700
500,4,12,4,33.04235506099985,19100
500,4,8,8,102.05956655,25300
500,4,8,4,91.3012830409998,12900
10,4,12,12,0.013968098000077589,7316
10,4,12,8,0.009999266999784595,4840
10,4,12,4,0.0066503570001259504,2678
10,4,8,8,0.009739424000144936,4396
10,4,8,4,0.006374095999944984,2268
20,4,12,12,0.05050392600014675,15016
20,4,12,8,0.0348936400000639,9902
20,4,12,4,0.02036043600037374,5056
20,4,8,8,0.034027206000246224,8408
20,4,8,4,0.019645307999780925,4014
30,4,12,12,0.1135124430002179,20700
30,4,12,8,0.0801561049997872,14194
30,4,12,4,0.044514470000194706,7200
30,4,8,8,0.07708823700022549,11230
30,4,8,4,0.04294478400015578,5628
40,4,12,12,0.2069081320000805,25594
40,4,12,8,0.14219261600010213,17202
40,4,12,4,0.07734562299992831,8496
40,4,8,8,0.1349557379999169,12762
40,4,8,4,0.07469235999997181,6426
50,4,12,12,0.3245008250000865,28792
50,4,12,8,0.22578035099968474,19670
50,4,12,4,0.12195815699988088,9924
50,4,8,8,0.21635230599986244,14376
50,4,8,4,0.11792850899973928,7268
60,4,12,12,0.4721233029999894,32154
60,4,12,8,0.3191448180000407,21342
60,4,12,4,0.173378472999957,10996
60,4,8,8,0.302823489000275,15416
60,4,8,4,0.1675570030001836,7928
70,4,12,12,0.6286794030002056,34028
70,4,12,8,0.42968091400007324,22694
70,4,12,4,0.23019309999972393,11286
70,4,8,8,0.41188029900013134,16272
70,4,8,4,0.22189385899991976,8180
80,4,12,12,0.8473326270000143,36376
80,4,12,8,0.5864281109998046,24664
80,4,12,4,0.3093169060002765,12432
80,4,8,8,0.5602569980001135,17394
80,4,8,4,0.29646898200007854,8648
90,4,12,12,1.0578359119999732,37558
90,4,12,8,0.7216424989996995,25138
90,4,12,4,0.3831827140002133,12580
90,4,8,8,0.6986243719998129,17574
90,4,8,4,0.36785014199995203,8834
100,4,12,12,1.3220373730000574,39528
100,4,12,8,0.896266186000048,26220
100,4,12,4,0.4854627999998229,13544
100,4,8,8,0.8597703479999836,18118
100,4,8,4,0.47414253099987036,9386
200,4,12,12,5.650231781000002,47516
200,4,12,8,3.9519482860000608,31936
200,4,12,4,2.0760200770000665,16468
200,4,8,8,3.8738033479999103,21516
200,4,8,4,2.287609110000176,11112
300,4,12,12,13.438127939999958,51600
300,4,12,8,9.01555753699995,34488
300,4,12,4,5.379792477000137,17388
300,4,8,8,13.133493012000145,23116
300,4,8,4,10.844365185999777,11708
400,4,12,12,28.356137407000006,53962
400,4,12,8,21.383392481999635,36100
400,4,12,4,16.724684787000115,18250
400,4,8,8,39.89193785500038,24208
400,4,8,4,34.43953213500026,12304
500,4,12,12,52.94750382800021,56300
500,4,12,8,47.22297387699973,37700
500,4,12,4,34.5766094759997,19100
500,4,8,8,101.02327976099969,25300
500,4,8,4,93.03139871699977,12900
10,4,12,12,0.013961652000034519,7320
10,4,12,8,0.010071999000501819,5002
10,4,12,4,0.006618982999498257,2680
10,4,8,8,0.00965931299924705,4222
10,4,8,4,0.00634555799933878,2326
20,4,12,12,0.05067420300019876,14674
20,4,12,8,0.03491335899980186,9792
20,4,12,4,0.02030326200019772,5032
20,4,8,8,0.03401664600005461,8002
20,4,8,4,0.019917049000468978,4126
30,4,12,12,0.11459527300030459,20868
30,4,12,8,0.08058559700020851,14192
30,4,12,4,0.04470994100029202,7178
30,4,8,8,0.07779487900006643,11108
30,4,8,4,0.04319723200023873,5576
40,4,12,12,0.20972276200063789,25714
40,4,12,8,0.14228687600007106,17070
40,4,12,4,0.07761165400006576,8556
40,4,8,8,0.13677551700038748,13028
40,4,8,4,0.07520916499925079,6564
50,4,12,12,0.32196819500040874,28818
50,4,12,8,0.22467311499985954,19650
50,4,12,4,0.12180418100069801,9896
50,4,8,8,0.21772745699945517,14528
50,4,8,4,0.11760217899973213,7206
60,4,12,12,0.47159241899953486,32200
60,4,12,8,0.31922074199974304,21246
60,4,12,4,0.17496756600030494,11002
60,4,8,8,0.306906433000222,15488
60,4,8,4,0.1696528060001583,8026
70,4,12,12,0.6345625879994259,34218
70,4,12,8,0.4303795830001036,22700
70,4,12,4,0.23199619299975893,11384
70,4,8,8,0.4116379879997112,16164
70,4,8,4,0.2230326500002775,8090
80,4,12,12,0.8440782630004833,36286
80,4,12,8,0.5834534440000425,24656
80,4,12,4,0.3116901430003054,12372
80,4,8,8,0.5647073830004956,17346
80,4,8,4,0.2991605969991724,8764
90,4,12,12,1.052253825000662,37612
90,4,12,8,0.717191210999772,25076
90,4,12,4,0.3806984740003827,12636
90,4,8,8,0.6894024129996978,17570
90,4,8,4,0.3678633270001228,8818
100,4,12,12,1.3286044940005013,39652
100,4,12,8,0.8892640100002609,26146
100,4,12,4,0.4848722999995516,13472
100,4,8,8,0.8658526130002429,18164
100,4,8,4,0.47581541699946683,9404
200,4,12,12,5.673052946000098,47478
200,4,12,8,3.887506690999544,32024
200,4,12,4,2.092331892000402,16454
200,4,8,8,3.8324340280005345,21516
200,4,8,4,2.3760157910001,11100
300,4,12,12,13.216105082000468,51594
300,4,12,8,8.984440576999987,34500
300,4,12,4,5.160559134999858,17388
300,4,8,8,13.204777234000176,23110
300,4,8,4,11.337980022999545,11708
400,4,12,12,28.277300230000037,53968
400,4,12,8,21.91865276199951,36106
400,4,12,4,15.982628865999686,18256
400,4,8,8,41.30419666600028,24208
400,4,8,4,36.079166768000505,12304
500,4,12,12,55.494728195999414,56300
500,4,12,8,48.969304084000214,37700
500,4,12,4,36.88754020200031,19100
500,4,8,8,92.84686190699995,25300
500,4,8,4,98.2500696750003,12900
10,4,12,12,0.013777613000456768,7388
10,4,12,8,0.01017849500021839,5058
10,4,12,4,0.006594325000151002,2660
10,4,8,8,0.009775550000085786,4456
10,4,8,4,0.006391392000296037,2350
20,4,12,12,0.051105372999700194,15058
20,4,12,8,0.03702800399969419,9720
20,4,12,4,0.02048016099979577,4990
20,4,8,8,0.03416909299994586,8222
20,4,8,4,0.019968263000009756,4136
30,4,12,12,0.11459535399990273,20686
30,4,12,8,0.08122324800024217,14358
30,4,12,4,0.04516012300064176,7116
30,4,8,8,0.07784310500028369,11060
30,4,8,4,0.04336419199989905,5584
40,4,12,12,0.20824438799991185,25666
40,4,12,8,0.14251384299950587,17002
40,4,12,4,0.07760377199974755,8558
40,4,8,8,0.13675779699951818,12916
40,4,8,4,0.07479914599935,6386
50,4,12,12,0.324720781999531,29044
50,4,12,8,0.22394561100009014,19562
50,4,12,4,0.12046383000051719,9704
50,4,8,8,0.21437377500024013,14454
50,4,8,4,0.11632521299998189,7274
60,4,12,12,0.4667340989999502,32156
60,4,12,8,0.3156150240001807,21150
60,4,12,4,0.1763777010000922,11070
60,4,8,8,0.30313511900021695,15244
60,4,8,4,0.16888723100055358,7978
70,4,12,12,0.6339919950005424,34156
70,4,12,8,0.4298472729997229,22688
70,4,12,4,0.23131275099967752,11344
70,4,8,8,0.4119424070004243,16168
70,4,8,4,0.22019526100029907,8084
80,4,12,12,0.8425084710006558,36342
80,4,12,8,0.5865333199999441,24594
80,4,12,4,0.3126781940000001,12504
80,4,8,8,0.563480996999715,17260
80,4,8,4,0.3037415709995912,8728
90,4,12,12,1.061905365999337,37576
90,4,12,8,0.7159601550001753,25080
90,4,12,4,0.3798473869992449,12554
90,4,8,8,0.6847310459997971,17544
90,4,8,4,0.37023082399991836,8780
100,4,12,12,1.3365509450004538,39630
100,4,12,8,0.8988479359995836,26074
100,4,12,4,0.48797901599937177,13572
100,4,8,8,0.8552128179999272,18132
100,4,8,4,0.4698397459997068,9392
200,4,12,12,5.681345343999965,47594
200,4,12,8,3.862928794999789,31996
200,4,12,4,2.0749690410002586,16426
200,4,8,8,4.007292864999727,21510
200,4,8,4,2.39367577899975,11112
300,4,12,12,13.36840756500078,51624
300,4,12,8,8.992928730999665,34512
300,4,12,4,5.154468794000422,17400
300,4,8,8,14.005868172000191,23116
300,4,8,4,10.61640268500014,11708
400,4,12,12,28.105806178999956,53968
400,4,12,8,22.32148627300012,36112
400,4,12,4,15.256248451999454,18256
400,4,8,8,37.05074579000029,24208
400,4,8,4,36.45263907400022,12304
500,4,12,12,57.95241157000055,56300
500,4,12,8,50.74753374500051,37700
500,4,12,4,35.18840879699928,19100
500,4,8,8,92.3371400290007,25300
500,4,8,4,102.12931084000047,12900
10,4,12,12,0.013759039999968081,7318
10,4,12,8,0.010173601000133203,4896
10,4,12,4,0.006622474000323564,2628
10,4,8,8,0.009786324000742752,4404
10,4,8,4,0.006498290000308771,2454
20,4,12,12,0.05082681000021694,15056
20,4,12,8,0.03525043699937669,9814
20,4,12,4,0.020506904999820108,5074
20,4,8,8,0.03424802199970145,8136
20,4,8,4,0.020107287999962864,4176
30,4,12,12,0.11560517700036144,20918
30,4,12,8,0.08116149899979064,14232
30,4,12,4,0.04469740400054434,7070
30,4,8,8,0.07819943200047419,11128
30,4,8,4,0.04355673699956242,5602
40,4,12,12,0.20876602299995284,25520
40,4,12,8,0.143368255000496,16954
40,4,12,4,0.07700744900012069,8436
40,4,8,8,0.13469644500037248,12738
40,4,8,4,0.07468067699937819,6496
50,4,12,12,0.3194640600004277,28698
50,4,12,8,0.22355625700038217,19512
50,4,12,4,0.12093025400008628,9872
50,4,8,8,0.21472665199962648,14386
50,4,8,4,0.1177896220006005,7294
60,4,12,12,0.4705640020001738,32114
60,4,12,8,0.31874315599998226,21060
60,4,12,4,0.17430742400028976,10962
60,4,8,8,0.30449702799978695,15294
60,4,8,4,0.16762384300000122,7904
70,4,12,12,0.6352626500001861,33968
70,4,12,8,0.4330871809997916,22722
70,4,12,4,0.23142624000047363,11414
70,4,8,8,0.4167293159998735,16166
70,4,8,4,0.22372850499959895,8106
80,4,12,12,0.8503177540005709,36290
80,4,12,8,0.5888102130002153,24700
80,4,12,4,0.3096209599998474,12334
80,4,8,8,0.5617851879997033,17370
80,4,8,4,0.30093725599999743,8732
90,4,12,12,1.0548086310000144,37674
90,4,12,8,0.7193707679998624,25236
90,4,12,4,0.3822640540001885,12624
90,4,8,8,0.6879209389999232,17548
90,4,8,4,0.36943438300022535,8810
100,4,12,12,1.328585281999949,39618
100,4,12,8,0.8885951490001389,26234
100,4,12,4,0.4813083990002269,13450
100,4,8,8,0.861535080000067,18214
100,4,8,4,0.4736057649997747,9352
200,4,12,12,5.691016643999319,47578
200,4,12,8,3.912855763999687,32012
200,4,12,4,2.0893272139992405,16466
200,4,8,8,3.829557281000234,21522
200,4,8,4,2.2759952180003893,11106
300,4,12,12,13.330277756000214,51612
300,4,12,8,9.159324844999901,34518
300,4,12,4,5.1630717200005165,17412
300,4,8,8,12.638219177999417,23116
300,4,8,4,12.212450455999715,11708
400,4,12,12,27.395696513000075,53968
400,4,12,8,21.453405213000224,36112
400,4,12,4,15.966115598000215,18256
400,4,8,8,39.734955087000344,24208
400,4,8,4,35.44620896700053,12304
500,4,12,12,56.41058308999982,56300
500,4,12,8,46.113886410000305,37700
500,4,12,4,37.01411260699933,19100
500,4,8,8,90.54129695599931,25300
500,4,8,4,103.66611309099972,12900
10,4,12,12,0.013854007000190904,7454
10,4,12,8,0.009950123000635358,4864
10,4,12,4,0.006628651000028185,2782
10,4,8,8,0.009655933999965782,4464
10,4,8,4,0.0064069840000229306,2288
20,4,12,12,0.05029428000034386,14960
20,4,12,8,0.03496190499936347,9894
20,4,12,4,0.020391653999467962,5212
20,4,8,8,0.03408359899913194,8148
20,4,8,4,0.01979741500053933,4146
30,4,12,12,0.11624966699946526,20870
30,4,12,8,0.08112728600008268,14450
30,4,12,4,0.04450399599954835,7140
30,4,8,8,0.07752108000022417,11192
30,4,8,4,0.043008893000660464,5570
40,4,12,12,0.20832993800013355,25668
40,4,12,8,0.14295718500034127,17134
40,4,12,4,0.07782376900013332,8650
40,4,8,8,0.13685404999978346,12928
40,4,8,4,0.07540250300007756,6462
50,4,12,12,0.32325724399925093,28918
50,4,12,8,0.22589680200053408,19598
50,4,12,4,0.12081768099960755,9858
50,4,8,8,0.21405768600016017,14326
50,4,8,4,0.11683961400012777,7236
60,4,12,12,0.46821272800025326,32234
60,4,12,8,0.3153775640003005,21374
60,4,12,4,0.17622035299973504,10978
60,4,8,8,0.30647012800000084,15344
60,4,8,4,0.16896501900009753,7924
70,4,12,12,0.6354849740000645,34054
70,4,12,8,0.4342417600000772,22646
70,4,12,4,0.23284031100047287,11546
70,4,8,8,0.4169056720002118,16146
70,4,8,4,0.22373490599966317,8154
80,4,12,12,0.8491022830003203,36138
80,4,12,8,0.5914024579997204,24632
80,4,12,4,0.31086827700073627,12334
80,4,8,8,0.5580363600001874,17382
80,4,8,4,0.2974392239993904,8630
90,4,12,12,1.0555089039999075,37814
90,4,12,8,0.7169846329998109,25182
90,4,12,4,0.3805573130002813,12630
90,4,8,8,0.6866819440001564,17432
90,4,8,4,0.37133583600007114,8804
100,4,12,12,1.337372046999917,39582
100,4,12,8,0.9005545760001041,26146
100,4,12,4,0.4903259619995879,13554
100,4,8,8,0.8650905149997925,18148
100,4,8,4,0.47323479000078805,9398
200,4,12,12,5.684034363000137,47558
200,4,12,8,3.888567539000178,32024
200,4,12,4,2.072346295999523,16460
200,4,8,8,3.8280715400005647,21510
200,4,8,4,2.3190376849997847,11106
300,4,12,12,13.385337946000618,51600
300,4,12,8,8.94906179499958,34500
300,4,12,4,5.143087344000378,17412
300,4,8,8,13.212970253999629,23116
300,4,8,4,11.547774378999748,11708
400,4,12,12,26.452530272999866,53968
400,4,12,8,20.297965364000447,36106
400,4,12,4,15.781857426999522,18250
400,4,8,8,37.350290236000546,24208
400,4,8,4,36.65421591099948,12304
500,4,12,12,55.16002647499954,56300
500,4,12,8,44.09707389199957,37700
500,4,12,4,31.81872411400036,19100
500,4,8,8,94.71143862400004,25300
500,4,8,4,96.17866919500011,12900
10,4,12,12,0.01406584800042765,7284
10,4,12,8,0.009939135999957216,5018
10,4,12,4,0.006591981999918062,2702
10,4,8,8,0.009703370000352152,4574
10,4,8,4,0.006387839000126405,2282
20,4,12,12,0.05027989300015179,14942
20,4,12,8,0.03478993000044284,9844
20,4,12,4,0.020216218000314257,4916
20,4,8,8,0.03388170699963666,8272
20,4,8,4,0.01961634300005244,4040
30,4,12,12,0.1135881509999308,20680
30,4,12,8,0.08057979000022897,14486
30,4,12,4,0.04420923900033813,7094
30,4,8,8,0.0768259250007759,11122
30,4,8,4,0.04281610299949534,5604
40,4,12,12,0.20659275100024388,25838
40,4,12,8,0.14144312300049933,17258
40,4,12,4,0.07951922699976421,8776
40,4,8,8,0.13495040100042388,12896
40,4,8,4,0.07404168599987315,6446
50,4,12,12,0.320059403000414,28696
50,4,12,8,0.2238948310005071,19656
50,4,12,4,0.12072564200025226,9802
50,4,8,8,0.21494785800041427,14532
50,4,8,4,0.11726866899971355,7270
60,4,12,12,0.47393450800063874,32102
60,4,12,8,0.31932110900015687,21328
60,4,12,4,0.17467094100084068,10942
60,4,8,8,0.307436807999693,15484
60,4,8,4,0.16922663399964222,7858
70,4,12,12,0.639067391000026,34238
70,4,12,8,0.4297780569995666,22700
70,4,12,4,0.22921960699932242,11222
70,4,8,8,0.4113043209999887,16122
70,4,8,4,0.22313620400018408,8170
80,4,12,12,0.8485564550001072,36364
80,4,12,8,0.5899850629994035,24622
80,4,12,4,0.311331945999882,12230
80,4,8,8,0.5655509550006173,17288
80,4,8,4,0.30324333699991257,8680
90,4,12,12,1.0595522450003045,37642
90,4,12,8,0.7218934349994015,25202
90,4,12,4,0.38401138500012166,12690
90,4,8,8,0.6932575030004955,17550
90,4,8,4,0.3709926989995438,8814
100,4,12,12,1.3356799190005404,39504
100,4,12,8,0.8882722100006504,26314
100,4,12,4,0.4841327320000346,13470
100,4,8,8,0.8572850509999626,18086
100,4,8,4,0.4706929889998719,9368
200,4,12,12,5.650118116000158,47588
200,4,12,8,3.8528277380000873,31988
200,4,12,4,2.0706619839993436,16484
200,4,8,8,4.007536524999523,21516
200,4,8,4,2.3940231930000664,11106
300,4,12,12,13.315226416999394,51612
300,4,12,8,9.125169664999703,34458
300,4,12,4,5.264613158000429,17406
300,4,8,8,14.134599348999473,23116
300,4,8,4,11.14646823000021,11708
400,4,12,12,29.04840588999923,53962
400,4,12,8,21.707546696999998,36112
400,4,12,4,14.800641183000153,18256
400,4,8,8,37.69755039899974,24208
400,4,8,4,32.337995120000414,12304
500,4,12,12,55.47913664399948,56300
500,4,12,8,42.193658981000226,37700
500,4,12,4,36.26049867100028,19100
500,4,8,8,93.31485845300085,25300
500,4,8,4,92.33893964199979,12900
10,8,12,12,0.02445134000026883,14984
10,8,12,8,0.01761722399987775,10180
10,8,12,4,0.011654344000817218,5266
10,8,8,8,0.017301750999649812,9230
10,8,8,4,0.011618693999480456,4792
20,8,12,12,0.09130547099994146,30834
20,8,12,8,0.06383649000053992,20986
20,8,12,4,0.037470088999725704,10086
20,8,8,8,0.06205444100032764,17428
20,8,8,4,0.03854612699979043,8644
30,8,12,12,0.21032151300005353,43970
30,8,12,8,0.14955452399954083,29948
30,8,12,4,0.08383341599983396,15102
